"","Suburb","Address","Rooms","Type","Price","Method","SellerG","Date","Distance","Postcode","Bedroom2","Bathroom","Car","Landsize","BuildingArea","YearBuilt","CouncilArea","Lattitude","Longtitude","Regionname","Propertycount"
"12877","West Melbourne","199 Hawke St",3,"t",1500000,"SP","Joseph",2017-09-16,3.1,3003,3,2,1,862,209,1920,"",-37.80947,144.94473,"Northern Metropolitan",2230
"12878","Wheelers Hill","65 Cootamundra Dr",3,"h",950000,"S","Jellis",2017-09-16,16.7,3150,3,2,2,651,NA,NA,"",-37.91057,145.1719,"South-Eastern Metropolitan",7392
"12879","Wheelers Hill","7 Meadowbrook Dr",4,"h",1211000,"S","C21",2017-09-16,16.7,3150,4,3,4,653,NA,NA,"",-37.90667,145.17368,"South-Eastern Metropolitan",7392
"12880","Williams Landing","22 Bushlark Cr",3,"h",555000,"SP","hockingstuart",2017-09-16,17.6,3027,3,2,2,265,25,2014,"",-37.85504,144.73516,"Western Metropolitan",1999
"12881","Williamstown North","52a Florence St",3,"h",1190000,"S","Williams",2017-09-16,6.8,3016,3,2,2,297,NA,2005,"",-37.85537,144.87578,"Western Metropolitan",802
"12882","Windsor","5 Gladstone St",3,"h",1425000,"S","Jellis",2017-09-16,4.6,3181,3,1,1,188,150,1907,"",-37.85277,144.98485,"Southern Metropolitan",4380
"12883","Windsor","73 Lewisham Rd",3,"h",1970000,"PI","Marshall",2017-09-16,4.6,3181,3,2,0,362,NA,1895,"",-37.85327,144.99947,"Southern Metropolitan",4380
"12884","Windsor","14 McIlwrick St",2,"h",1300000,"VB","hockingstuart",2017-09-16,4.6,3181,2,1,1,258,NA,NA,"",-37.85591,144.99356,"Southern Metropolitan",4380
"12885","Yarraville","23 Gray St",2,"h",921000,"S","hockingstuart",2017-09-16,6.3,3013,2,1,NA,161,NA,NA,"",-37.81899,144.89507,"Western Metropolitan",6543
"12886","Yarraville","9 Hawkhurst St",3,"h",1190000,"SP","Jas",2017-09-16,6.3,3013,3,1,2,515,89,1955,"",-37.82067,144.87725,"Western Metropolitan",6543
"12887","Abbotsford","67 Stafford St",3,"h",1e+06,"PI","Biggin",2017-08-19,3,3067,3,1,2,196,NA,1900,"",-37.80094,144.99569,"Northern Metropolitan",4019
"12888","Albanvale","35 Angelique Gr",3,"h",506000,"S","hockingstuart",2017-08-19,14,3021,3,1,2,544,120,1980,"",-37.74965,144.77009,"Western Metropolitan",1899
"12889","Albert Park","123 Richardson St",4,"h",2550000,"S","Marshall",2017-08-19,3,3206,4,2,NA,152,175,1910,"",-37.84663,144.95681,"Southern Metropolitan",3280
"12890","Altona North","83 Seventh Av",3,"h",880000,"PI","hockingstuart",2017-08-19,9.4,3025,3,1,2,563,NA,NA,"",-37.83879,144.84787,"Western Metropolitan",5132
"12891","Ardeer","721 Ballarat Rd",3,"h",730000,"SP","HAR",2017-08-19,12.8,3022,3,2,2,739,112,1970,"",-37.77245,144.8001,"Western Metropolitan",1281
"12892","Armadale","18A New St",2,"h",1460000,"S","Jellis",2017-08-19,6.3,3143,2,1,1,181,80,1930,"",-37.8542,145.01506,"Southern Metropolitan",4836
"12893","Armadale","28 New St",2,"h",1726000,"S","Marshall",2017-08-19,6.3,3143,2,2,2,269,128,1910,"",-37.85425,145.01545,"Southern Metropolitan",4836
"12894","Ashburton","21 Warner Av",4,"h",1920000,"S","Jellis",2017-08-19,10.2,3147,4,3,2,391,203,2016,"",-37.86664,145.08597,"Southern Metropolitan",3052
"12895","Ashwood","33 Douglas St",3,"h",1575000,"S","Jellis",2017-08-19,10.2,3147,3,1,2,787,115,1955,"",-37.86394,145.09702,"Southern Metropolitan",2894
"12896","Aspendale","6 Foam St",4,"h",1362000,"S","hockingstuart",2017-08-19,21.5,3195,4,2,3,549,NA,NA,"",-38.01695,145.09934,"South-Eastern Metropolitan",2824
"12897","Balwyn","15 Grey St",4,"h",2115000,"S","Jellis",2017-08-19,7.9,3103,4,2,2,766,NA,NA,"",-37.80455,145.06478,"Southern Metropolitan",5682
"12898","Balwyn","17 Percy St",5,"h",2562000,"S","Marshall",2017-08-19,7.9,3103,5,3,2,671,NA,NA,"",-37.81016,145.07341,"Southern Metropolitan",5682
"12899","Balwyn","6 Yandilla St",6,"h",2100000,"PI","Jellis",2017-08-19,7.9,3103,6,3,2,845,NA,NA,"",-37.80708,145.09699,"Southern Metropolitan",5682
"12900","Balwyn North","137 Doncaster Rd",3,"h",1900000,"PI","Noel",2017-08-19,9.7,3104,3,1,1,912,NA,NA,"",-37.79351,145.07655,"Southern Metropolitan",7809
"12901","Balwyn North","58 Fortuna Av",4,"h",2e+06,"PI","hockingstuart",2017-08-19,9.7,3104,4,3,4,958,255,2015,"",-37.78662,145.07683,"Southern Metropolitan",7809
"12902","Balwyn North","15 Highbury St",4,"h",2400000,"S","Fletchers",2017-08-19,9.7,3104,4,2,2,746,NA,NA,"",-37.79483,145.07296,"Southern Metropolitan",7809
"12903","Balwyn North","8 Hillview Rd",4,"h",2270000,"PI","Barry",2017-08-19,9.7,3104,4,2,2,654,334,2010,"",-37.78458,145.07912,"Southern Metropolitan",7809
"12904","Balwyn North","11 Minerva Av",5,"h",2600000,"VB","Jellis",2017-08-19,9.7,3104,5,4,2,708,NA,NA,"",-37.78787,145.08468,"Southern Metropolitan",7809
"12905","Balwyn North","40 Reading Av",3,"h",2321000,"S","Fletchers",2017-08-19,9.7,3104,3,1,2,923,NA,NA,"",-37.80081,145.09319,"Southern Metropolitan",7809
"12906","Balwyn North","16 Riverview Rd",3,"h",1890000,"S","Fletchers",2017-08-19,9.7,3104,3,2,1,632,144,1940,"",-37.79094,145.07899,"Southern Metropolitan",7809
"12907","Bentleigh","210 Centre Rd",4,"h",1895000,"S","Jellis",2017-08-19,11.4,3204,4,2,2,557,220,1920,"",-37.91741,145.02873,"Southern Metropolitan",6795
"12908","Bentleigh East","17 Gowrie St",4,"h",1115000,"S","Ray",2017-08-19,13.8,3165,4,1,2,579,NA,NA,"",-37.91524,145.07686,"Southern Metropolitan",10969
"12909","Bentleigh East","77A Orange St",3,"t",1280000,"SP","Buxton",2017-08-19,13.8,3165,3,2,2,335,239,2013,"",-37.91783,145.0816,"Southern Metropolitan",10969
"12910","Bentleigh East","1/87 Orange St",2,"u",690000,"S","Jellis",2017-08-19,13.8,3165,2,2,1,212,NA,2008,"",-37.91786,145.08243,"Southern Metropolitan",10969
"12911","Bentleigh East","41 Shrewsbury St",4,"h",1595000,"S","Jellis",2017-08-19,13.8,3165,4,1,2,581,167,1960,"",-37.91291,145.05996,"Southern Metropolitan",10969
"12912","Blackburn","2A Kerr St",3,"t",881000,"S","Jellis",2017-08-19,13.4,3130,3,1,1,300,NA,NA,"",-37.81156,145.14057,"Eastern Metropolitan",5713
"12913","Blackburn North","22 Greenglade Ct",4,"h",1300000,"S","Noel",2017-08-19,13.4,3130,4,2,2,543,NA,2006,"",-37.80651,145.16457,"Eastern Metropolitan",2867
"12914","Briar Hill","4/129 Mountain View Rd",2,"t",625000,"S","Barry",2017-08-19,16.1,3088,2,2,1,189,NA,NA,"",-37.70835,145.11795,"Eastern Metropolitan",1390
"12915","Brighton","6 Harwood St",4,"h",3100000,"VB","Marshall",2017-08-19,10.5,3186,4,4,4,753,NA,NA,"",-37.89293,144.99138,"Southern Metropolitan",10579
"12916","Brighton","2A Hillcrest Av",4,"h",1850000,"VB","Jellis",2017-08-19,10.5,3186,4,3,3,421,170,2000,"",-37.90542,145.00604,"Southern Metropolitan",10579
"12917","Brighton","34 Moffat St",4,"h",2770000,"S","Nick",2017-08-19,10.5,3186,4,3,2,560,NA,NA,"",-37.92314,144.99777,"Southern Metropolitan",10579
"12918","Brighton East","11A Taylor St",4,"h",1300000,"S","Hodges",2017-08-19,10.3,3187,4,3,2,221,NA,NA,"",-37.90381,145.01822,"Southern Metropolitan",6938
"12919","Broadmeadows","48 Electric St",3,"h",637000,"S","Stockdale",2017-08-19,14,3047,3,1,5,670,NA,1980,"",-37.69215,144.91654,"Northern Metropolitan",4294
"12920","Broadmeadows","46 Meredith St",3,"h",1335000,"S","YPA",2017-08-19,14,3047,3,1,1,697,NA,NA,"",-37.6882,144.92541,"Northern Metropolitan",4294
"12921","Brunswick","37 Dunstan Ave",3,"h",905000,"S","Walshe",2017-08-19,5.2,3056,3,1,1,277,NA,NA,"",-37.7592,144.97321,"Northern Metropolitan",11918
"12922","Brunswick East","7/226 Glenlyon Rd",1,"u",320000,"S","Jellis",2017-08-19,4,3057,1,1,1,682,34,1980,"",-37.7734,144.97686,"Northern Metropolitan",5533
"12923","Bulleen","5 Amberley Ct",3,"h",1230000,"S","Barry",2017-08-19,10.8,3105,3,1,1,757,NA,NA,"",-37.78094,145.10131,"Eastern Metropolitan",4480
"12924","Bulleen","3 England St",4,"h",1240000,"S","Purplebricks",2017-08-19,10.8,3105,4,2,2,602,170,1970,"",-37.76012,145.0854,"Eastern Metropolitan",4480
"12925","Bundoora","567 Grimshaw St",3,"h",1234000,"S","Barry",2017-08-19,12.1,3083,3,1,2,896,139,1965,"",-37.70042,145.0614,"Northern Metropolitan",10175
"12926","Burwood","8 Murray Dr",3,"h",1588000,"S","Buxton",2017-08-19,10.4,3125,3,2,2,708,NA,NA,"",-37.84625,145.10116,"Southern Metropolitan",5678
"12927","Burwood East","61 Newhaven Rd",3,"h",1e+06,"VB","Fletchers",2017-08-19,14.7,3151,4,2,2,788,108,1960,"",-37.85985,145.15656,"Eastern Metropolitan",4048
"12928","Campbellfield","2 Augusta Av",4,"h",650000,"VB","Raine",2017-08-19,16.6,3061,4,2,4,688,175,1970,"",-37.6714,144.95458,"Northern Metropolitan",1889
"12929","Canterbury","34 Maysia St",5,"h",2550000,"PI","RT",2017-08-19,8.4,3126,5,2,4,692,NA,NA,"",-37.83254,145.07907,"Southern Metropolitan",3265
"12930","Carlton North","242 Canning St",2,"h",1540000,"S","Jellis",2017-08-19,3.5,3054,2,1,NA,158,112,1890,"",-37.79212,144.97409,"Northern Metropolitan",3106
"12931","Caroline Springs","24 Highbury Cl",3,"h",7e+05,"S","Bells",2017-08-19,14.8,3023,3,2,3,660,NA,NA,"",-37.73881,144.73543,"Western Metropolitan",7719
"12932","Caulfield South","37 Saturn St",5,"h",2450000,"PI","Gary",2017-08-19,8.7,3162,5,4,2,554,312,2017,"",-37.89718,145.01657,"Southern Metropolitan",5051
"12933","Chelsea Heights","3 Third Av",3,"h",710000,"SP","hockingstuart",2017-08-19,27,3196,3,1,1,650,138,1960,"",-38.04513,145.1346,"South-Eastern Metropolitan",2076
"12934","Cheltenham","2/41 Harpley St",2,"t",955000,"SP","Greg",2017-08-19,17.9,3192,2,2,1,836,112,2009,"",-37.97342,145.07201,"Southern Metropolitan",9758
"12935","Cheltenham","6 Shadwell St",3,"h",1230000,"S","Buxton",2017-08-19,17.9,3192,3,1,1,584,133,1960,"",-37.96402,145.06658,"Southern Metropolitan",9758
"12936","Clarinda","13 Dyer Ct",5,"h",883300,"S","Gary",2017-08-19,17.5,3169,5,2,2,402,177,1980,"",-37.94452,145.11108,"South-Eastern Metropolitan",2727
"12937","Clarinda","6 Rosewall Pl",3,"h",790000,"S","C21",2017-08-19,17.5,3169,3,1,2,532,114,1975,"",-37.93765,145.10583,"South-Eastern Metropolitan",2727
"12938","Clifton Hill","36 Rutland St",2,"h",1310000,"S","Collins",2017-08-19,3.6,3068,2,1,NA,146,104,1890,"",-37.79346,144.99642,"Northern Metropolitan",2954
"12939","Coburg","269 Bell St",3,"h",880000,"S","Nelson",2017-08-19,6.7,3058,3,1,1,379,107,1910,"",-37.73999,144.95141,"Northern Metropolitan",11204
"12940","Coburg","4 Jamieson St",3,"h",1070000,"S","Nelson",2017-08-19,6.7,3058,3,1,2,392,98,1920,"",-37.74671,144.95142,"Northern Metropolitan",11204
"12941","Coburg","13 Jessie St",5,"h",1500000,"VB","Nelson",2017-08-19,6.7,3058,5,3,4,900,180,1888,"",-37.75402,144.95991,"Northern Metropolitan",11204
"12942","Coburg","87 Nicholson St",4,"h",1085000,"S","Brad",2017-08-19,6.7,3058,4,2,1,430,155,1920,"",-37.7505,144.97649,"Northern Metropolitan",11204
"12943","Craigieburn","5 Brookedge Ct",4,"h",640000,"PI","YPA",2017-08-19,20.6,3064,4,2,2,480,NA,NA,"",-37.60859,144.92138,"Northern Metropolitan",15510
"12944","Craigieburn","7 Eve Ct",3,"h",582500,"S","YPA",2017-08-19,20.6,3064,3,1,0,947,132,1972,"",-37.59604,144.94022,"Northern Metropolitan",15510
"12945","Craigieburn","13 Eveline St",4,"h",480000,"SP","Ray",2017-08-19,20.6,3064,4,2,2,312,148,2015,"",-37.56857,144.91694,"Northern Metropolitan",15510
"12946","Craigieburn","73 Mareeba Wy",4,"h",523000,"S","Barry",2017-08-19,20.6,3064,4,2,2,484,159,2009,"",-37.58012,144.91998,"Northern Metropolitan",15510
"12947","Craigieburn","3 Pembury St",3,"h",485000,"S","Ray",2017-08-19,20.6,3064,3,2,1,321,150,2013,"",-37.56937,144.90524,"Northern Metropolitan",15510
"12948","Craigieburn","27 Vantage Bvd",4,"h",8e+05,"SA","HAR",2017-08-19,20.6,3064,4,2,2,511,NA,NA,"",-37.59372,144.89449,"Northern Metropolitan",15510
"12949","Craigieburn","32 Viewside Cr",4,"h",632000,"S","Ray",2017-08-19,20.6,3064,4,2,2,448,NA,NA,"",-37.57565,144.91365,"Northern Metropolitan",15510
"12950","Croydon","25 Toorak Av",4,"h",1152000,"S","RW",2017-08-19,23,3136,4,2,2,1880,255,1947,"",-37.79325,145.27724,"Eastern Metropolitan",11925
"12951","Dallas","29 Kilmore Cr",3,"h",475000,"S","Barry",2017-08-19,14,3047,3,1,2,560,108,1965,"",-37.67345,144.92526,"Northern Metropolitan",2246
"12952","Deer Park","4 Blackley Ct",3,"h",635000,"S","HAR",2017-08-19,14.8,3023,3,1,2,712,NA,NA,"",-37.76172,144.77265,"Western Metropolitan",6388
"12953","Dingley Village","12 Campbell Gr",3,"h",871000,"S","Ray",2017-08-19,22.2,3172,3,2,2,534,NA,NA,"",-37.98068,145.12494,"South-Eastern Metropolitan",3940
"12954","Dingley Village","11 Evelyn Ct",4,"h",970000,"PI","Barry",2017-08-19,22.2,3172,4,2,2,364,210,1995,"",-37.96853,145.12948,"South-Eastern Metropolitan",3940
"12955","Doncaster","93 Church Rd",4,"h",1200000,"VB","Fletchers",2017-08-19,12.4,3108,4,2,1,650,NA,NA,"",-37.78911,145.13724,"Eastern Metropolitan",9028
"12956","Doncaster","70 Wetherby Rd",3,"h",1410000,"S","Jellis",2017-08-19,12.4,3108,3,1,2,723,NA,NA,"",-37.79309,145.14287,"Eastern Metropolitan",9028
"12957","Doncaster East","80 Gedye St",4,"h",1320000,"SP","Jellis",2017-08-19,14.3,3109,4,3,2,654,NA,NA,"",-37.79739,145.14671,"Eastern Metropolitan",10999
"12958","Doncaster East","40 Saxonwood Dr",3,"h",1408000,"S","Jellis",2017-08-19,14.3,3109,3,1,2,656,NA,NA,"",-37.78081,145.15861,"Eastern Metropolitan",10999
"12959","Donvale","416 Serpells Tce",4,"h",1200000,"PI","Barry",2017-08-19,16.1,3111,4,2,2,375,254,1998,"",-37.77559,145.17933,"Eastern Metropolitan",4790
"12960","Donvale","2/9 Standring Cl",3,"h",988000,"S","Barry",2017-08-19,16.1,3111,3,2,2,243,150,2012,"",-37.78298,145.17682,"Eastern Metropolitan",4790
"12961","Eaglemont","36 Silverdale Rd",3,"h",1925000,"S","Nelson",2017-08-19,8.9,3084,3,2,2,780,NA,NA,"",-37.76617,145.05332,"Eastern Metropolitan",1651
"12962","Edithvale","115 Ella Gr",3,"h",875000,"SP","Eview",2017-08-19,27,3196,3,1,3,694,136,1975,"",-38.03819,145.12443,"South-Eastern Metropolitan",2546
"12963","Elsternwick","8 Prentice St",3,"h",2105000,"S","Biggin",2017-08-19,7.2,3185,3,2,1,346,180,1890,"",-37.88319,145.01142,"Southern Metropolitan",4898
"12964","Elsternwick","30 Shoobra Rd",4,"h",2410000,"PI","Biggin",2017-08-19,7.2,3185,4,2,1,390,120,1920,"",-37.88785,145.00795,"Southern Metropolitan",4898
"12965","Eltham","5 Thomas St",3,"h",810000,"VB","Morrison",2017-08-19,18,3095,3,2,2,868,135,1980,"",-37.70659,145.16345,"Eastern Metropolitan",6990
"12966","Eltham North","3 Michael Ct",6,"h",1115000,"S","Barry",2017-08-19,18,3095,6,3,4,966,332,1990,"",-37.68927,145.1491,"Eastern Metropolitan",2346
"12967","Elwood","4/130 Tennyson St",3,"h",1380000,"S","hockingstuart",2017-08-19,7.2,3184,3,1,2,1730,152,2001,"",-37.8797,144.99089,"Southern Metropolitan",8989
"12968","Epping","28 Supply Dr",3,"h",678000,"S","hockingstuart",2017-08-19,19.6,3076,3,1,2,553,NA,1980,"",-37.65701,145.02621,"Northern Metropolitan",10926
"12969","Epping","16 Woodfull Wy",4,"h",681000,"S","Ray",2017-08-19,19.6,3076,4,2,2,647,NA,NA,"",-37.64213,145.06141,"Northern Metropolitan",10926
"12970","Essendon","83 Nimmo St",4,"h",1600000,"S","Nelson",2017-08-19,7.5,3040,4,4,3,543,259,2015,"",-37.74633,144.89644,"Western Metropolitan",9264
"12971","Fairfield","151 Perry St",4,"h",1280000,"S","Jellis",2017-08-19,5.7,3078,4,2,2,485,133,1920,"",-37.77044,145.02465,"Northern Metropolitan",2970
"12972","Fawkner","68 Queens Pde",4,"h",874000,"S","Brad",2017-08-19,13.1,3060,4,1,2,687,NA,NA,"",-37.71879,144.9651,"Northern Metropolitan",5070
"12973","Ferntree Gully","93 Burke Rd",3,"h",770000,"S","Barry",2017-08-19,24.8,3156,3,1,0,720,NA,NA,"",-37.87356,145.27515,"Eastern Metropolitan",10788
"12974","Ferntree Gully","3 Kirby Ct",4,"h",875000,"S","Noel",2017-08-19,24.8,3156,4,3,4,793,225,1980,"",-37.88793,145.27561,"Eastern Metropolitan",10788
"12975","Fitzroy","4/118 Rose St",1,"t",580000,"VB","Nelson",2017-08-19,2.1,3065,1,1,1,782,67,1998,"",-37.79617,144.97982,"Northern Metropolitan",5825
"12976","Fitzroy","124 Victoria St",3,"h",2478000,"S","Nelson",2017-08-19,2.1,3065,3,2,NA,205,106,1885,"",-37.79933,144.97932,"Northern Metropolitan",5825
"12977","Flemington","80 Dover St",3,"t",1017500,"S","Jellis",2017-08-19,3.4,3031,3,2,2,459,153,2003,"",-37.78273,144.92358,"Northern Metropolitan",3593
"12978","Footscray","28 Central Av",2,"h",942000,"SP","Jas",2017-08-19,5.1,3011,2,1,1,241,91,1915,"",-37.79583,144.89406,"Western Metropolitan",7570
"12979","Footscray","84 MacPherson St",3,"h",1320000,"S","Jas",2017-08-19,5.1,3011,3,2,0,495,NA,NA,"",-37.796,144.88966,"Western Metropolitan",7570
"12980","Frankston","24 Gretana Cr",3,"h",550000,"VB","Eview",2017-08-19,38,3199,3,2,1,539,NA,1971,"",-38.14406,145.16352,"South-Eastern Metropolitan",17055
"12981","Frankston","10 Helvetia Ct",3,"h",690000,"S","Ray",2017-08-19,38,3199,3,2,2,595,NA,NA,"",-38.16135,145.13374,"South-Eastern Metropolitan",17055
"12982","Glen Iris","6 Bardolph St",2,"h",708000,"S","Jellis",2017-08-19,7.3,3146,2,1,1,151,NA,NA,"",-37.85156,145.07958,"Southern Metropolitan",10412
"12983","Glen Iris","72 Bath Rd",3,"h",1300000,"VB","Kay",2017-08-19,7.3,3146,3,1,2,403,124,1960,"",-37.85574,145.09051,"Southern Metropolitan",10412
"12984","Glen Iris","4 Faircroft Av",3,"h",1307500,"S","Jellis",2017-08-19,7.3,3146,3,1,1,316,111,1940,"",-37.84782,145.05004,"Southern Metropolitan",10412
"12985","Glen Iris","1A York Rd",3,"h",1390000,"PI","Jellis",2017-08-19,7.3,3146,3,2,1,303,150,1940,"",-37.85678,145.05555,"Southern Metropolitan",10412
"12986","Glen Waverley","22 Campbell St",3,"h",1310000,"S","Harcourts",2017-08-19,16.7,3150,3,1,1,782,102,1960,"",-37.86941,145.17108,"Eastern Metropolitan",15321
"12987","Glen Waverley","2 Cherry St",5,"h",1285000,"S","Ray",2017-08-19,16.7,3150,5,2,1,651,124,1970,"",-37.8656,145.15034,"Eastern Metropolitan",15321
"12988","Glen Waverley","16 Cooper Av",4,"h",1292000,"S","Barry",2017-08-19,16.7,3150,4,2,2,768,169,1970,"",-37.89965,145.17135,"Eastern Metropolitan",15321
"12989","Glen Waverley","31 Paxton Dr",3,"h",1300000,"S","hockingstuart",2017-08-19,16.7,3150,3,2,3,733,NA,NA,"",-37.89014,145.18269,"Eastern Metropolitan",15321
"12990","Glen Waverley","480 Springvale Rd",4,"h",1155000,"S","Biggin",2017-08-19,16.7,3150,4,1,1,654,NA,NA,"",-37.89769,145.16307,"Eastern Metropolitan",15321
"12991","Glenroy","8A Finchley Av",4,"h",831000,"S","Ray",2017-08-19,11.2,3046,4,3,3,708,175,2007,"",-37.70317,144.91396,"Northern Metropolitan",8870
"12992","Glenroy","25 Hilda St",3,"h",570000,"S","YPA",2017-08-19,11.2,3046,3,1,1,308,93,1950,"",-37.69879,144.93354,"Northern Metropolitan",8870
"12993","Glenroy","78 Justin Av",2,"h",805000,"SP","RW",2017-08-19,11.2,3046,2,1,4,712,82,1970,"",-37.69994,144.93489,"Northern Metropolitan",8870
"12994","Gowanbrae","85 Marigold Cr",4,"h",931000,"S","Nelson",2017-08-19,12.9,3043,4,2,2,462,212,2008,"",-37.69953,144.89941,"Western Metropolitan",1071
"12995","Hampton","39 Crisp St",5,"h",2500000,"S","hockingstuart",2017-08-19,13.8,3188,5,4,2,627,NA,NA,"",-37.94109,145.00648,"Southern Metropolitan",5454
"12996","Hawthorn","28 Bell St",2,"h",1600000,"PI","Marshall",2017-08-19,5.3,3122,2,1,NA,200,101,1890,"",-37.81789,145.03948,"Southern Metropolitan",11308
"12997","Hawthorn East","41 Roseberry St",2,"h",1700000,"S","Jellis",2017-08-19,6.2,3123,2,1,1,223,NA,NA,"",-37.82649,145.0483,"Southern Metropolitan",6482
"12998","Heathmont","21 Balfour Av",5,"h",1825000,"SP","Barry",2017-08-19,21.3,3135,5,3,2,779,NA,1975,"",-37.83015,145.24171,"Eastern Metropolitan",3794
"12999","Heathmont","4 Lee Ct",3,"h",1e+06,"S","Philip",2017-08-19,21.3,3135,3,1,1,715,NA,NA,"",-37.82707,145.22914,"Eastern Metropolitan",3794
"13000","Highett","13 Tennyson St",3,"h",1080000,"S","hockingstuart",2017-08-19,16,3190,3,1,2,652,NA,NA,"",-37.95422,145.054,"Southern Metropolitan",4794
"13001","Highett","34 Tennyson St",3,"h",2585000,"S","Buxton",2017-08-19,16,3190,3,2,1,703,NA,NA,"",-37.95457,145.05387,"Southern Metropolitan",4794
"13002","Highett","13 Train St",5,"h",1225000,"S","Buxton",2017-08-19,16,3190,5,2,2,506,210,1950,"",-37.94708,145.04056,"Southern Metropolitan",4794
"13003","Hillside","25 Castlewellan Bvd",4,"h",1111000,"S","Barry",2017-08-19,18,3037,4,2,2,2002,NA,NA,"",-37.69547,144.73018,"Western Metropolitan",5556
"13004","Hillside","3 Silvana Wy",3,"h",478000,"S","Barry",2017-08-19,18,3037,3,1,1,318,118,2003,"",-37.70388,144.75259,"Western Metropolitan",5556
"13005","Hoppers Crossing","22 Roseland Cr",3,"h",520000,"S","Reliance",2017-08-19,18.4,3029,3,1,2,538,112,1980,"",-37.88531,144.68431,"Western Metropolitan",13830
"13006","Jacana","29 Hendricks Cr",4,"h",650000,"S","Stockdale",2017-08-19,14,3047,4,3,1,693,120,1980,"",-37.68196,144.90661,"Northern Metropolitan",851
"13007","Keilor East","31 Chappell Pl",4,"h",981000,"S","Nelson",2017-08-19,11.7,3033,4,2,2,633,NA,NA,"",-37.7393,144.86339,"Western Metropolitan",5629
"13008","Keilor East","4 Limestone Av",3,"h",1295000,"S","Jellis",2017-08-19,11.7,3033,3,3,2,326,271,2012,"",-37.74009,144.87787,"Western Metropolitan",5629
"13009","Keilor East","41 Patricia St",4,"h",1250000,"S","Nelson",2017-08-19,11.7,3033,4,2,2,534,211,1970,"",-37.74514,144.87313,"Western Metropolitan",5629
"13010","Keilor East","15 Shelley St",4,"h",986000,"S","Nelson",2017-08-19,11.7,3033,4,1,2,615,176,1964,"",-37.74127,144.86648,"Western Metropolitan",5629
"13011","Keilor East","9A The Crossway",3,"h",620000,"PI","Nelson",2017-08-19,11.7,3033,3,2,1,292,113,2013,"",-37.74695,144.86625,"Western Metropolitan",5629
"13012","Kensington","89 Stockmans Wy",2,"t",841000,"S","Edward",2017-08-19,3.4,3031,2,1,1,105,108,2005,"",-37.79244,144.92036,"Northern Metropolitan",5263
"13013","Kew","30 Stirling St",3,"h",2180000,"S","Jellis",2017-08-19,5.4,3101,3,1,2,372,126,1905,"",-37.80946,145.04251,"Southern Metropolitan",10331
"13014","Kew","37 Wellington St",4,"h",4e+06,"S","Marshall",2017-08-19,5.4,3101,4,2,3,792,NA,NA,"",-37.80926,145.0331,"Southern Metropolitan",10331
"13015","Kew","108 Willsmere Rd",3,"h",1775000,"VB","Jellis",2017-08-19,5.4,3101,3,2,4,733,NA,NA,"",-37.79398,145.03777,"Southern Metropolitan",10331
"13016","Kew East","13 Ramsay Av",3,"h",2118000,"S","Nelson",2017-08-19,7.3,3102,3,2,2,664,188,1930,"",-37.79639,145.04595,"Southern Metropolitan",2671
