"","opid","operator","atype","remarks","phase_of_flt","ac_mass","num_engs","date","time_of_day","state","height","speed","effect","sky","species","birds_seen","birds_struck"
"8650","AAL","AMERICAN AIRLINES","MD-82","RT WING FORWARD LE SLAT HAD MINOR DAMAGE. COST OF REPAIRS UNKN.","Climb",4,2,1996-10-23,"Night","CA",5000,250,"None","No Cloud","UNKNOWN BIRD - MEDIUM",NA,"1"
"8651","DAL","DELTA AIR LINES","B-737","NO DAMAGE. TIME = 2130 LCL.","Approach",4,2,1997-02-05,"Night","FL",1500,140,"None","Overcast","UNKNOWN BIRD - SMALL",NA,"1"
"8652","BUS","BUSINESS","BE-95","EVASIVE ACTION TAKEN. NO DAMAGE/INJURY.","Take-off run",1,2,1991-11-21,"Day","FL",0,80,NA,"Some Cloud","VULTURES",NA,"1"
"8653","SWA","SOUTHWEST AIRLINES","B-737-300","NO DAMAGE.","Take-off run",4,2,1996-12-27,"Night","TX",0,130,"None","Overcast","UNKNOWN BIRD - SMALL",NA,"1"
"8654","UFS","UFS-UNITED EXPRESS","BA-ATP","IMPACT AREA ON WING WAS SMALL.","Climb",3,2,1997-08-08,"Day","IL",190,110,"None","No Cloud","UNKNOWN BIRD - SMALL",NA,"1"
"8655","DAL","DELTA AIR LINES","B-727-200",NA,"Climb",4,3,1996-10-02,"Day","TX",2000,210,"None","No Cloud","UNKNOWN BIRD - LARGE",NA,"1"
"8656","BUS","BUSINESS","LEARJET-31","DAMAGED RH MAIN GEAR DOOR.","Approach",2,2,1997-04-07,"Day","DE",8,80,"None","No Cloud","GULLS","2-Oct","1"
"8657","USA","US AIRWAYS","B-737-300","ON ROTATION FLT 1594 HIT & INGESTED A LRG BIRD IN #2 ENG. SEVERAL  FAN BLADES WERE BENT & A/C WAS TAKEN OUT OF SVC TILL 0600 THE  NEXT DAY. VIBRATION FELT.","Take-off run",4,2,1996-09-11,"Day","TX",0,160,"Precautionary Landing","No Cloud","UNKNOWN BIRD - LARGE",NA,"1"
"8658","PVT","PRIVATELY OWNED","C-150",NA,"Approach",1,1,1995-01-03,"Day","NC",100,60,"None","Some Cloud","BLACKBIRDS","11-100","1"
"8659","BUS","BUSINESS","CITATION II","LARGE BLACK BIRDS. H.F. ANTENNA BROKE LOOSE AT FUSELAGE AND  REMOVED.  TIME LOST 15 MINS.","Approach",3,2,1993-05-03,"Day","NH",3000,180,"None","Some Cloud","UNKNOWN BIRD - MEDIUM",NA,"1"
"8660","AAL","AMERICAN AIRLINES","MD-82","4 GULLS FLYING RT TO LFT SPOTTED NEARY RY AT ABOUT 130 KTS.  ROTATED AND STRUCK 1 BIRD WITH NOSE GEAR. CONTD FLT TO DEST.   INSPECTION REVEALED NO DAMAGE.","Take-off run",4,2,1993-01-19,"Day","FL",0,140,"None","Some Cloud","GULLS","2-Oct","1"
"8661","AAL","AMERICAN AIRLINES","MD-83","POSSIBLY BARN SWALLOW.  COST $100 ESTIMATED TO BE MAINT CALL FOR  INSPECTN.","Approach",4,2,1993-05-04,"Day","TX",700,130,"None","Some Cloud","UNKNOWN BIRD - SMALL",NA,"1"
"8662","USA","US AIRWAYS","B-737-200","FLT 436 HIT 3 GULLS AT 1217 LCL. NO DAMAGE.","Landing Roll",4,2,1996-07-12,"Day","NY",0,100,"None","Some Cloud","GULLS",NA,"2-Oct"
"8663","UNK","UNKNOWN","C-650","NO DAMAGE/INJURY. ASSUME RBGU. RBGU  COMPRISED EQUAL TO OR GREATER THAN 90% OF GULLS OBSERVED ON ARPT DURING MONTH OF STRIKE.","Approach",3,2,1991-12-10,"Day","DC",50,130,NA,"No Cloud","RING-BILLED GULL",NA,"1"
"8664","FDX","FEDEX EXPRESS","A-300","HIT FUSELAGE BEHIND & BELOW COCKPIT","Approach",4,2,1997-05-14,"Night","TN",1700,220,NA,NA,"UNKNOWN BIRD - SMALL","2-Oct","2-Oct"
"8665","ASH","MESA AIRLINES","BE-1900","NO DAMAGE. TIME = 1545LCL.","Climb",3,2,1997-05-22,"Day","WA",1600,160,"None","Some Cloud","UNKNOWN BIRD - SMALL",NA,"1"
"8666","AAL","AMERICAN AIRLINES","B-727-200","UNKN BIRD STRUCK L BOTTOM OF RADOME WITH LOUD METALLIC THUD.","Climb",4,3,1996-10-09,"Dusk","FL",2000,210,"None","Some Cloud","UNKNOWN BIRD - MEDIUM",NA,"1"
"8667","DAL","DELTA AIR LINES","MD-88","NO DAMAGE ON PILOT INSPN. MAINT. NOTIFIED.","Approach",4,2,1996-10-10,"Night","GA",1000,150,"None","Some Cloud","UNKNOWN BIRD - MEDIUM",NA,"1"
"8668","PVT","PRIVATELY OWNED","C-172","WING STRUT.","Take-off run",1,1,1996-10-10,"Day","VA",0,60,"None","Some Cloud","GULLS","2-Oct","1"
"8669","PDT","PIEDMONT AIRLINES","BE-1900","INFO PROVIDED BY CURT LOGAN, US AIR EXP","Approach",3,2,1996-07-22,"Day","NE",30,110,"None","Overcast","UNKNOWN BIRD - SMALL",NA,"1"
"8670","TWA","TRANS WORLD AIRLINES","L-1011","NO DAMAGE NOTED","Landing Roll",4,3,1991-11-24,"Night","MA",0,50,NA,"Overcast","SNOWY OWL",NA,"1"
"8671","AAL","AMERICAN AIRLINES","MD-82","ATIS WARNING. NO DAMAGE/INJURY.","Descent",4,2,1996-10-29,"Night","TX",8000,250,"None","No Cloud","UNKNOWN BIRD",NA,"1"
"8672","GLA","GREAT LAKES AIRLINES","BE-1900","NO DAMAGE.","Take-off run",3,2,1993-07-19,"Day","IL",0,100,"None",NA,"GULLS",NA,"1"
"8673","GAA","BUSINESS EXPRESS","SAAB-340",NA,"Landing Roll",3,2,1995-11-05,"Day","ME",0,120,"None","No Cloud","SNOW BUNTING","11-100","11-100"
"8674","BUS","BUSINESS","B-727","NO DAMAGE","Approach",4,3,1995-11-05,"Day","ME",15,90,"None","No Cloud","SNOW BUNTING","11-100","2-Oct"
"8675","AAH*","ALOHA AIRLINES","B-737-200","NO DAMAGE","Landing Roll",4,2,1996-04-15,"Day","HI",0,100,"None","No Cloud","UNKNOWN BIRD - SMALL",NA,"1"
"8676","PVT","PRIVATELY OWNED","C-150","NO DAMAGE/INJURY","En Route",1,1,1991-08-27,"Day",NA,500,100,NA,"No Cloud","GULLS",NA,"1"
"8677","SWA","SOUTHWEST AIRLINES","B-737-200",NA,"Landing Roll",4,2,1996-12-17,"Day","NM",0,110,"None","No Cloud","UNKNOWN BIRD - SMALL","2-Oct","2-Oct"
"8678","BUS","BUSINESS","C-441 CONQUE","DENT ABOUT 1' LONG ON FRONT L BAGGAGE DOOR.","Climb",2,2,1996-01-30,"Day","FL",2000,180,"None","No Cloud","UNKNOWN BIRD - MEDIUM",NA,"1"
"8679","USA","US AIRWAYS","MD-80","TIME = 1532 LCL. FLT 2308","Approach",4,2,1997-08-31,"Day","NC",200,125,"None","Some Cloud","UNKNOWN BIRD - SMALL",NA,"1"
"8680","AAL","AMERICAN AIRLINES","FK-100",NA,"Landing Roll",4,2,1996-02-18,"Day","CT",0,110,"None","Some Cloud","SPARROWS","2-Oct","1"
"8681","USA","US AIRWAYS","FK-100",NA,"Climb",4,2,1996-11-01,"Day","TN",25,140,"None","Overcast","SPARROWS","11-100","2-Oct"
"8682","PVT","PRIVATELY OWNED","PA-44 SEMINOLE",NA,"Approach",2,2,1995-11-22,"Night","FL",350,100,"None","No Cloud","GULLS",NA,"1"
"8683","AAL","AMERICAN AIRLINES","FK-100","AT ROTATION RWY INCOORECTLY REPD AS 20C.","Take-off run",4,2,1995-07-10,"Day","MI",0,130,"None","No Cloud","UNKNOWN BIRD - SMALL",NA,"1"
"8684","NWA","NORTHWEST AIRLINES","DC-9-50",NA,"Landing Roll",4,2,1993-07-07,"Day","MI",0,100,"None","Overcast","KILLDEER","2-Oct","1"
"8685","AAL","AMERICAN AIRLINES","A-300","FLT 602 NO DAMAGE.","Approach",4,2,1995-10-25,"Night","NJ",3000,250,"None","No Cloud","BLACKBIRDS",NA,"1"
"8686","USA","US AIRWAYS","MD-80 SERIES","EAGLE/HAWK. NO DAMAGE FOUND.","Approach",4,2,1995-12-02,"Day","FL",1000,140,"None","No Cloud","HAWKS, EAGLES, VULTURES",NA,"1"
"8687","USA","US AIRWAYS","B-737-400",NA,"Approach",4,2,1995-11-04,"Night","PA",900,140,"None","No Cloud","UNKNOWN BIRD - MEDIUM",NA,"1"
"8688","UFS","UFS-UNITED EXPRESS","BA-ATP","NO DAMAGE OBSV BY MAINT. FLT 5740.","Approach",3,2,1996-09-07,"Day","IL",500,120,"None","Some Cloud","UNKNOWN BIRD - SMALL","2-Oct","1"
"8689","BUS","BUSINESS","PA-31 NAVAJO","NO DAMAGE  TIME =1646LCL","En Route",2,2,1996-07-29,"Day","NE",4000,165,"None","Some Cloud","UNKNOWN BIRD - SMALL",NA,"1"
"8690","AAL","AMERICAN AIRLINES","MD-80",NA,"Take-off run",4,2,1996-05-22,"Day","IL",0,130,"None","Some Cloud","UNKNOWN BIRD - SMALL",NA,"1"
"8691","AAL","AMERICAN AIRLINES","MD-80","MIGRATORY WATERFOWL","Landing Roll",4,2,1996-05-23,"Day","TX",0,100,"None","Some Cloud","DUCKS, GEESE, SWANS",NA,"1"
"8692","EGF","AMERICAN EAGLE AIRLINES","SAAB-340","FLT 619 HIT A DUCKS ON FINAL AT 0020Z. NO DAMAGE","Approach",3,2,1997-01-14,"Night","TX",600,140,"None","Overcast","DUCKS","2-Oct","2-Oct"
"8693","PVT","PRIVATELY OWNED","PA-28","STRUCK DEER AT T/D. DAMAGED 3 RIBS ON R WING & DENTED FUEL TANK.","Landing Roll",1,1,1996-05-03,"Dusk","FL",0,50,"None","No Cloud","WHITE-TAILED DEER",NA,"1"
"8694","DAL","DELTA AIR LINES","B-737-200","BIRD PASSED DOWN STRBD SIDE OF A/C & APPEARED TO HAVE MISSED A/C.  INSPN FOUND 4"" HOLE HALFWAY OUT ON STBD HORIZ STAB W/ SOME BIRD  REMAINS IN IT. A/C HANDLED NORMALLY.","Climb",4,2,1997-02-22,"Day","FL",1000,200,"None","No Cloud","TURKEY VULTURE","2-Oct","1"
"8695","FLG","PINNACLE (FORMERLY EXPSAIRL 1)","SAAB-340","RT FRONT WINDSHLD BKN.","Climb",3,2,1996-10-08,"Night","TN",3000,180,NA,"No Cloud","UNKNOWN BIRD - LARGE",NA,"1"
"8696","SWA","SOUTHWEST AIRLINES","B-737","NO DAMAGE/INJURY","Take-off run",4,2,1996-10-06,"Day","TX",0,100,NA,"Overcast","SPARROWS","2-Oct","2-Oct"
"8697","JAL","JAPAN AIRLINES","B-747-400",NA,"Approach",5,4,1996-05-24,"Day","WA",1800,150,"None","No Cloud","UNKNOWN BIRD - SMALL",NA,"1"
"8698","TWA","TRANS WORLD AIRLINES","DC-9-10","FLT 584. BIRD HIT FUSELAGE AT COPILOT'S FEET. NO DAMAGE.","Climb",4,2,1996-05-24,"Dusk","NE",500,158,"None","Overcast","GULLS",NA,"1"
"8699","RBD","TRANS WORLD EXPRESS","ATR-42","BLOOD ON WNDSHLD. NO DAMAGE. REPTD TO ROC","Approach",3,2,1995-11-04,"Night","VA",1000,160,"None","No Cloud","UNKNOWN BIRD - MEDIUM",NA,"1"
"8700","PVT","PRIVATELY OWNED","C-150","A/C STRUCK A DEER ON DEPARTING SKY ACRES. LANDED AT DUTCHESS CO.  ARPT. W/O INCIDENT. ARFF RESPONDED & REPTD NO INJURIES. A/C  TAXIED TO RAMP. BOTH SIDES OF LOWER COWL SEVERELY DENTED. EXHAUST  PIPES BOTH FLATTENED. PROP STRUCK 18"" IN FROM BOTH TIPS. NOSE  STRUT HAD EVIDENCE OF TRAUMA. INSURANCE CO. TOTALLED A/C.","Take-off run",1,1,1996-11-20,"Night","NY",0,50,"Precautionary Landing","No Cloud","WHITE-TAILED DEER",NA,"1"
"8701","USA","US AIRWAYS","B-737-300","NO DAMAGE. STRUCK BEHIND COCKPIT","Approach",4,2,1996-11-13,"Night","PA",800,140,"None","Some Cloud","GULLS",NA,"1"
"8702","DAL","DELTA AIR LINES","B-737-200","STANDARD ATIS BIRD COMMENTS. NO DAMAGE.  MIST.","Take-off run",4,2,1997-02-01,"Day","MA",0,140,"None","Overcast","UNKNOWN BIRD - MEDIUM","2-Oct","1"
"8703","USA","US AIRWAYS","DC-9-30","FLT 1510. EXTENT OF DAMAGE UNKN. NO SHUT DOWN OR FAILURE. BIRD  INGESTED IN ENG #1. A/C DECLARED EMERGENCY & RETD TO LAND W/O  INCIDENT. ARFF RESPONDED & A/C TAXIED TO RAMP. ENG REMOVED FOR  SHOP REPAIRS (PERS COMM FROM P&W)","Take-off run",4,2,1996-03-16,"Day","DC",0,128,"Precautionary Landing","No Cloud","RING-BILLED GULL","11-100","1"
"8704","PVT","PRIVATELY OWNED","C-182 SKYLAN",NA,"Landing Roll",1,1,1993-03-15,"Day","CA",0,70,"None","No Cloud","SPARROWS",NA,"1"
"8705","AAL","AMERICAN AIRLINES","MD-82","NO DAMAGE","Climb",4,2,1995-09-25,"Day","MO",400,150,"None","Some Cloud","UNKNOWN BIRD - MEDIUM","2-Oct","1"
"8706","UAL","UNITED AIRLINES","DC-10","NO DAMAGE.","Landing Roll",4,3,1994-12-13,"Night","CA",0,120,"None","Overcast","OWLS",NA,"1"
"8707","BLR","ATLANTIC COAST AIRLINES","BA-31 JETSTR","BIRD STRUCK ABOVE L SIDE WINDHLD, NO APPARENT DAMAGE.","Descent",2,2,1996-10-03,"Night","DC",4000,200,"None","No Cloud","UNKNOWN BIRD - SMALL",NA,"1"
"8708","AAL","AMERICAN AIRLINES","FK-100","ATIS WARNED OF BIRD ACTIVITY. NO APPARENT DAMAGE.","Climb",4,2,1996-01-30,"Night","IL",400,180,"None","No Cloud","UNKNOWN BIRD - MEDIUM",NA,"1"
"8709","PVT","PRIVATELY OWNED","MOONEY-20J","NO DAMAGE.","Take-off run",1,1,1993-09-02,"Day","PA",0,70,"None","Overcast","MOURNING DOVE",NA,"1"
"8710","AAH*","ALOHA AIRLINES","B-727-200","ATIS WARNING. OWL IS A PROTECTED SPECIES. ID BY USDA/WS FLT 220.   TIME = 2147PDT.","Take-off run",4,3,1997-06-12,"Day","HI",0,125,"None","Some Cloud","SHORT-EARED OWL",NA,"1"
"8711","DAL","DELTA AIR LINES","B-727","UNUSUAL BECAUSE IT WAS DARK. TIME = 1845 LCL. SHIP 497","Descent",4,3,1995-10-26,"Night","SC",8000,250,"None","No Cloud","UNKNOWN BIRD - MEDIUM",NA,"1"
"8712","SWA","SOUTHWEST AIRLINES","B-737-200","NO DAMAGE/INJURY.","Climb",4,2,1993-12-19,"Day","OH",500,200,NA,"Overcast","GULLS",NA,"1"
"8713","PAA","PAN AM","B-727-200","HIT CAPT'S WINDSHLD DEAD CENTER. NO APPARENT DAMAGE OR INGESTION.  BIRD SEEN AS A BLUR 1/2 SEC PRIOR TO IMPACT. TIME = 1839Z.","Climb",4,3,1991-04-02,"Day","DC",1250,140,"None","Some Cloud","UNKNOWN BIRD - MEDIUM","2-Oct","2-Oct"
"8714","ASH","MESA AIRLINES","BE-1900","SMALL DENT ON RT OUTBOARD PART OF WING.","Descent",3,2,1997-06-04,"Day","PA",2000,170,"None",NA,"UNKNOWN BIRD - SMALL",NA,"1"
"8715","SWA","SOUTHWEST AIRLINES","B-737-300","NO DAMAGE/INJURY.","Approach",4,2,1996-10-28,"Night","MD",4500,250,NA,"No Cloud","UNKNOWN BIRD - MEDIUM",NA,"1"
"8716","SDU","WESTAIR COMMUTER","EMB-120","STRIKE ON WINDSHIELD, NO DAMAGE.","Climb",3,2,1993-03-13,"Day","CA",300,145,NA,"No Cloud","EUROPEAN STARLING",NA,"1"
"8717","AAL","AMERICAN AIRLINES","FK-100","INSPCTN FOUND LOCATION OF IMPACT, BUT NO DAMAGE.","Approach",4,2,1993-05-09,"Night","VA",700,130,"None","No Cloud","UNKNOWN BIRD - MEDIUM",NA,"1"
"8718","SWA","SOUTHWEST AIRLINES","B-737","BIRD ADVISORY IN ARPT DIRECTORY. FLT 380.  MIST & HAZE. BIRD REPTD AS DOVE, ASSUME MOURNING DOVE FROM LOCATION.","Take-off run",4,2,1996-08-04,"Day","AL",0,145,"None","Some Cloud","MOURNING DOVE",NA,"1"
"8719","AAL","AMERICAN AIRLINES","B-757-200","POSSIBLY GOOSE, DUCK OR GULL. NO INJURIES. LRG BLOOD STAIN ON RT  SIDE OF NOSE.","Approach",4,2,1993-04-14,"Night","NJ",700,132,"None","Overcast","UNKNOWN BIRD - LARGE",NA,"1"
"8720","AAL","AMERICAN AIRLINES","MD-80","FLT 1107.  PILOT UNSURE OF ANY DAMAGE, MINIMAL HIT ON FRAME BELOW  WINDSHLD.","Approach",4,2,1992-04-16,"Day","CA",3500,160,NA,"No Cloud","GULLS",NA,"1"
"8721","BUS","BUSINESS","C-560",NA,"Landing Roll",1,2,1992-04-17,"Day","MS",0,100,NA,"Some Cloud","UNKNOWN BIRD - SMALL",NA,"2-Oct"
"8722","SDU","WESTAIR COMMUTER","BA-31 JETSTR",NA,"Approach",2,2,1995-01-16,"Night","CA",400,130,"None","Some Cloud","UNKNOWN BIRD - SMALL",NA,"1"
"8723","NWA","NORTHWEST AIRLINES","B-747-1/200","BLOOD ON FUSELAGE, NO DAMAGE.","Approach",5,4,1997-06-08,"Day","AK",150,160,"None","Overcast","BANK SWALLOW",NA,"1"
"8724","AAL","AMERICAN AIRLINES","DC-9-80","BIRD HIT F/O'S  SIDE NEAR HIS FEET. NO DAMAGE. INSPCTD BY MAINT.","Landing Roll",4,2,1997-07-19,"Day","FL",0,120,"None","No Cloud","UNKNOWN BIRD - SMALL","2-Oct","1"
"8725","USA","US AIRWAYS","DC-9-30",NA,"Climb",4,2,1996-06-11,"Day","PA",35,140,"None","Some Cloud","UNKNOWN BIRD - SMALL",NA,"1"
"8726","SWA","SOUTHWEST AIRLINES","B-737-200","PART OF A/C DAMAGE NOT REPTD.  DETAILS OF DAMAGE NOT REPTD.","Take-off run",4,2,1995-10-21,"Day","MD",0,126,NA,"Some Cloud","GULLS",NA,"1"
"8727","SWA","SOUTHWEST AIRLINES","B-737-300","PILOT REPTD THAT ENG. BLADE BENT.   1 BIRD INGESTED.","Climb",4,2,1995-10-21,"Night","MI",50,200,NA,"No Cloud","UNKNOWN BIRD",NA,"1"
"8728","BUS","BUSINESS","HWKR SD-125","A/C RETRND TO ARPT AND COULD NOT DEPART AGAIN.  NO INJURIES.  SEVERAL GULL PARTS IN LEFT ENG.  PILOT REPTD SEVRL BIRDS AT END  OF RY, BUT DIDN'T SEE THEM UNTIL HE WAS THERE.","Climb",3,2,1993-05-05,"Day","UT",15,125,"Precautionary Landing","Some Cloud","GULLS","2-Oct","2-Oct"
"8729","BUS","BUSINESS","LEARJET-35","HAWK?  DAMAGED NACELLE LIP & #2 ENG. #2 ENG FAILED.","Take-off run",3,2,1995-10-12,"Day","CA",0,120,"Aborted Take-off","Overcast","HAWKS",NA,"1"
"8730","BUS","BUSINESS","BE-300 KING","4 DEER RAN ONTO RWY DURING LANDING ROLL. LAST DEER WAS HIT WITH L  ENG & PROP.","Landing Roll",1,2,1996-08-21,"Night","MO",0,32,"None","No Cloud","WHITE-TAILED DEER","2-Oct","1"
"8731","BUS","BUSINESS","DHC8 DASH 8",NA,"Approach",3,2,1995-11-10,"Night","AL",200,100,"None","Some Cloud","UNKNOWN BIRD - MEDIUM","2-Oct","1"
"8732","DAL","DELTA AIR LINES","B-757-200","ASSUMED NO SIGNIFICANT DAMAGE HAD OCCURRED BUT ON DESCENT, AT 32000',  RADOME IMPLODED & SPLIT NECESSITATING A CHANGE OF ANTENNA &  RADOME.","Climb",4,2,1995-11-10,"Day","TX",2000,210,"Other","No Cloud","UNKNOWN BIRD - SMALL",NA,"1"
"8733","UAL","UNITED AIRLINES","B-737",NA,"Approach",4,2,1996-05-05,"Day","IL",20,160,"None","Overcast","GULLS",NA,"1"
"8734","AAL","AMERICAN AIRLINES","FK-100","SMALL BLACK BIRDS. NO DAMAGE EXCEPT BLOOD SMEARS.","Approach",4,2,1995-04-02,"Day","TX",800,140,"None","No Cloud","BLACKBIRDS",NA,"1"
"8735","AAL","AMERICAN AIRLINES","B-727-200",NA,"Landing Roll",4,3,1992-04-03,"Dusk","TN",0,100,"None","No Cloud","UNKNOWN BIRD - MEDIUM",NA,"1"
"8736","AAL","AMERICAN AIRLINES","B-757-200","NO KNOWN DAMAGE","Take-off run",4,2,1992-04-05,"Day",NA,0,140,"None","Some Cloud","UNKNOWN BIRD - SMALL","2-Oct","2-Oct"
"8737","FDX","FEDEX EXPRESS","B-727",NA,"Take-off run",4,3,1996-09-09,"Night","NY",0,220,NA,NA,"UNKNOWN BIRD - SMALL",NA,"1"
"8738","SWA","SOUTHWEST AIRLINES","B-737-200",NA,"Approach",4,2,1997-08-31,"Night","IL",2600,170,"None","No Cloud","BLACKBIRDS",NA,"1"
"8739","AAL","AMERICAN AIRLINES","DC-9-80","NO DAMAGE. # STRUCK NOT REPTD, ASSUME 1.","Climb",4,2,1993-09-07,"Night","IL",7000,250,"None","Some Cloud","GULLS",NA,"1"
"8740","AAL","AMERICAN AIRLINES","B-757-200","AT ROTATION, BIRD WAS SEEN IN FRONT OF NOSE. STRONG SMELL OF  BURNED BIRD THROUGHOUT A/C DURING CLIMBOUT.  NO ABNORMAL  INDICATIONS NOTED. ENG RAN NORMALLY.  BIRD REMAINS FOUND INSIDE  RT ENG NACELLE IN VICINITY OF 1ST STAGE FAN.  GULL OR PIGEON.  INGESTION.","Take-off run",4,2,1995-10-30,"Day","CA",0,135,"Other","Overcast","UNKNOWN BIRD - MEDIUM",NA,"1"
"8741","UPS","UPS AIRLINES","B-757-200","FLT152 STRUCK BIRD, NO DAMAGE.","Landing Roll",4,2,1996-03-23,"Dawn","PA",0,130,"None","No Cloud","UNKNOWN BIRD - MEDIUM",NA,"1"
"8742","BUS","BUSINESS","BE-100 KING","ENCOUNTERED GEESE 1000' DOWN RWY. NO INJURIES. TOW LIGHTS & NOSE  GEAR DOOR DAMAGED, LEFT EXHAUST STACK DENTED, LEFT MAIN DOOR  DAMAGED.","Take-off run",2,2,1995-09-01,"Night","IN",0,75,"Aborted Take-off","No Cloud","CANADA GOOSE","11-100","2-Oct"
"8743","SWA","SOUTHWEST AIRLINES","B-737-500","SEVERAL FAN BLADES DAMAGED.  INGESTED INTO CORE. BIRD ID BY ROXIE  AT SMITHSONIAN.","Approach",4,2,1995-08-13,NA,"TX",1500,160,NA,NA,"BARN OWL",NA,"1"
"8744","DAL","DELTA AIR LINES","B-727-200","BIRD WAS GRAY AND WHITE FEATHERS.","En Route",4,3,1996-08-08,"Day","OH",10000,320,"None","No Cloud","UNKNOWN BIRD - SMALL",NA,"1"
"8745","AAL","AMERICAN AIRLINES","FK-100",NA,"Approach",4,2,1996-05-21,"Night","OH",2000,200,"None","No Cloud","UNKNOWN BIRD - SMALL",NA,"1"
"8746","AAL","AMERICAN AIRLINES","MD-83","FLT 1825 HAD NO DAMAGE.","Take-off run",4,2,1996-08-18,"Day","VA",0,115,"None","Overcast","UNKNOWN BIRD - MEDIUM",NA,"1"
"8747","UAL","UNITED AIRLINES","B-737","ATIS WARNING. FLT 383","Approach",4,2,1996-09-14,"Day","NE",250,140,"None","No Cloud","BLACKBIRDS","2-Oct","1"
"8748","BUS","BUSINESS","CITATION II","HAZE. CAPT'S WINDOW HIT & HAD DEEP SCRATCHES 8-10"" LONG. A/C WAS  FERRIED HOME UPON INSPN.","Approach",3,2,1997-05-01,"Day","PA",50,110,"None","Overcast","HAWKS",NA,"1"
"8749","BUS","BUSINESS","BE-90  KING","NO DAMAGE OR EFFECT ON FLT","Descent",2,2,1995-09-20,"Day","PA",270,130,"None","Overcast","SPARROWS",NA,"1"
"8750","AAL","AMERICAN AIRLINES","DC-9-80",NA,"Take-off run",4,2,1995-04-29,"Day","TX",0,100,"None",NA,"UNKNOWN BIRD - SMALL",NA,"1"
"8751","AAL","AMERICAN AIRLINES","MD-83","NOSE LTS ON BRIGHT","Approach",4,2,1995-01-19,"Day","TX",50,130,"None","Some Cloud","UNKNOWN BIRD - SMALL","2-Oct","1"
"8752","PVT","PRIVATELY OWNED","BE-35",NA,"Climb",1,1,1995-01-20,"Day","FL",750,90,"None","No Cloud","GULLS",NA,"1"
"8753","UPS","UPS AIRLINES","B-757-200","NO DAMAGE/INJURY","Approach",4,2,1996-11-12,"Night","SC",2100,250,NA,"Some Cloud","UNKNOWN BIRD - MEDIUM",NA,"1"
"8754","AWE","AMERICA WEST AIRLINES","B-727-200",NA,"Approach",4,3,1995-09-26,"Night","OH",1000,130,"None","No Cloud","UNKNOWN BIRD - SMALL",NA,"1"
"8755","USA","US AIRWAYS","DC-9-30","2 BIRDS HIT. 1 CRACKED F/O'S WINDOW.","Climb",4,2,1995-11-05,"Night","PA",1500,200,"None","No Cloud","UNKNOWN BIRD - SMALL",NA,"2-Oct"
"8756","PVT","PRIVATELY OWNED","C-172","NO DAMAGE/INJURY","Approach",1,1,1991-12-15,"Night","CA",200,65,NA,"Some Cloud","UNKNOWN BIRD - MEDIUM",NA,"2-Oct"
"8757","GOV","GOVERNMENT","B-727","JUD 530 ABTD T/O AFTER REPTD A BIRD STRIKE. A/C TAXIED BACK AND  DEPTD NORMALLY 20 MIN LATER. PILOT INSPCT A/C & FOUND NOSE  DAMAGE. TIME = 0833PDT","Take-off run",4,3,1996-04-30,"Day","CA",0,100,"Aborted Take-off","No Cloud","HERONS",NA,"1"
"8758","AAL","AMERICAN AIRLINES","B-757-200","EVASIVE ACTION TAKEN. NO DAMAGE/INJURY.","Climb",4,2,1996-11-28,"Day","TX",65,160,NA,"No Cloud","HORNED LARK","2-Oct","2-Oct"
"8759","ROA","RENO AIR","MD-83",NA,"Take-off run",4,2,1995-12-29,"Day","CA",0,130,"None","Overcast","GULLS","11-100","2-Oct"
"8760","BUS","BUSINESS","CL-601/604","1 BENT FAN BLADE","Climb",3,2,1996-11-17,"Night","CA",500,180,"Precautionary Landing","Overcast","GULLS",NA,"1"
"8761","AAL","AMERICAN AIRLINES","MD-83","BIRD HAD DARK FEATHERS & A 24"" WINGSPAN.  SIX BIRDS SEEN JUST  BEFORE IMPACT. 3 BROKE LT AND 3 BROKE RT. 2 OF RT ONES APPEARED  TO GLANCE OFF UPPER RT SIDE OF FUSELAGE. CONT FLT TO DFW.","Climb",4,2,1996-11-17,"Day","CA",300,180,"None","Overcast","UNKNOWN BIRD - MEDIUM","2-Oct","2-Oct"
"8762","USA","US AIRWAYS","B-737-400","1 BIRD FLYING STRAIGHT & LEVEL TOWARDS US HIT DIRECTLY O F/O  WINDSHLD.","Approach",4,2,1997-09-27,"Day","NC",1650,160,"None","Overcast","EUROPEAN STARLING",NA,"1"
"8763","UPS","UPS AIRLINES","B-727","NO DAMAGE, JUST BLOODY REMAINS ON WINDSHLD.","Climb",4,3,1995-10-25,"Night","MO",300,160,"None","Some Cloud","UNKNOWN BIRD - MEDIUM",NA,"1"
"8764","COM","COMAIR AIRLINES","EMB-120",NA,"Climb",3,2,1993-08-29,"Day","KY",1800,200,NA,"Some Cloud","UNKNOWN BIRD - SMALL",NA,"1"
"8765","UPS","UPS AIRLINES","B-727","NO DAMAGE.","Approach",4,3,1993-10-26,"Night","KY",2500,170,"None","No Cloud","UNKNOWN BIRD - MEDIUM",NA,"1"
