"","X","Facility.HHS.Code","Facility.HHS.Desc","Last.Month.in.QTR","Triage.Category","Number.of.Attendances","Variation.in.the.number.of.attendances....","Patients.Seen.within.clinically.recommended.times....","Median.Waiting.time.to.treatment..minutes.","Patients.who.did.not.wait.for.treatment....","Patients.admitted.from.the.Emergency.Department....","Admissions.to.hospital.within.4.hours...."
"8852",38,28,"Redland Hospital","Sep-21","4",3561,-7.960713363,25,72.94,12.69,69.91,82.81
"8853",39,28,"Redland Hospital","Sep-21","5",341,-22.32346241,26,88.75,3.52,66.67,87.68
"8854",40,28,"Redland Hospital","Sep-21","ALL",14265,2.12628866,15,67.18,34.67,56.05,65.54
"8855",41,29,"Logan Hospital","Sep-21","1",259,-0.384615385,0,100,80.69,30.14,35.91
"8856",42,29,"Logan Hospital","Sep-21","2",7278,23.56536503,11,47.3,64.54,60.78,57.63
"8857",43,29,"Logan Hospital","Sep-21","3",12372,12.17698794,27,53.05,48.35,57.61,59.28
"8858",44,29,"Logan Hospital","Sep-21","4",5401,5.943507258,37,65.12,19.72,56.53,69.39
"8859",45,29,"Logan Hospital","Sep-21","5",664,-1.775147929,29,84.64,9.64,57.81,80.87
"8860",46,29,"Logan Hospital","Sep-21","ALL",25974,13.16167821,22,55.05,46.27,58.28,61.24
"8861",47,30,"Caboolture Hospital","Sep-21","1",48,-21.31147541,0,97.92,75,27.78,37.5
"8862",48,30,"Caboolture Hospital","Sep-21","2",3239,6.968295905,6,77.13,61.9,38.75,43.9
"8863",49,30,"Caboolture Hospital","Sep-21","3",8778,9.821093457,20,65.83,42.13,29.85,47.82
"8864",50,30,"Caboolture Hospital","Sep-21","4",3045,-1.296596434,22,83.94,19.18,40.24,70.41
"8865",51,30,"Caboolture Hospital","Sep-21","5",252,-17.10526316,21,94.24,5.56,57.14,87.7
"8866",52,30,"Caboolture Hospital","Sep-21","ALL",15362,6.15714187,15,72.26,41.25,33.68,52.1
"8867",53,32,"Sunshine Coast University Hospital","Sep-21","1",178,-16.82242991,1,100,87.08,48.39,46.07
"8868",54,32,"Sunshine Coast University Hospital","Sep-21","2",4333,3.511705686,8,65.24,64.04,41.55,44.01
"8869",55,32,"Sunshine Coast University Hospital","Sep-21","3",10274,8.742591025,16,68.49,44.43,32.44,48.18
"8870",56,32,"Sunshine Coast University Hospital","Sep-21","4",6006,2.43902439,23,77.79,17.48,38.67,70.76
"8871",57,32,"Sunshine Coast University Hospital","Sep-21","5",577,-11.09399076,24,93.52,6.76,48.72,83.71
"8872",58,32,"Sunshine Coast University Hospital","Sep-21","ALL",21368,4.950884086,15,71.3,40.17,36.51,54.62
"8873",59,41,"Beaudesert Hospital","Sep-21","1",14,366.6666667,1,100,14.29,50,78.57
"8874",60,41,"Beaudesert Hospital","Sep-21","2",444,47.01986755,6,78.96,11.94,39.62,66.67
"8875",61,41,"Beaudesert Hospital","Sep-21","3",1078,16.66666667,8,93.62,7.88,21.18,83.86
"8876",62,41,"Beaudesert Hospital","Sep-21","4",1736,11.49646757,7,96.54,4.26,27.03,88.77
"8877",63,41,"Beaudesert Hospital","Sep-21","5",418,-12.18487395,4,99.75,2.39,70,97.37
"8878",64,41,"Beaudesert Hospital","Sep-21","ALL",3690,13.12078479,7,93.88,6.07,29.91,85.61
"8879",65,42,"Boonah Hospital","Sep-21","1",2,100,0,100,50,0,50
"8880",66,42,"Boonah Hospital","Sep-21","2",99,47.76119403,0,98.99,26.26,96.15,86.87
"8881",67,42,"Boonah Hospital","Sep-21","3",295,23.43096234,0,98.29,22.37,90.91,90.85
"8882",68,42,"Boonah Hospital","Sep-21","4",384,5.494505495,0,98.68,7.55,96.55,94.27
"8883",69,42,"Boonah Hospital","Sep-21","5",78,239.1304348,2,100,3.85,66.67,97.44
"8884",70,42,"Boonah Hospital","Sep-21","ALL",858,23.63112392,0,98.68,14.57,92,92.42
"8885",71,43,"Caloundra Hospital","Sep-21","1",1,0,0,100,0,NA,100
"8886",72,43,"Caloundra Hospital","Sep-21","2",53,10.41666667,7,79.25,0,NA,100
"8887",73,43,"Caloundra Hospital","Sep-21","3",188,172.4637681,14.5,83.7,0,NA,98.94
"8888",74,43,"Caloundra Hospital","Sep-21","4",1776,643.0962343,18,87.91,0.06,100,98.99
"8889",75,43,"Caloundra Hospital","Sep-21","5",762,-92.92084727,14,98.91,0,NA,99.48
"8890",76,43,"Caloundra Hospital","Sep-21","ALL",2780,-75.002248,17,90.18,0.04,100,99.14
"8891",77,44,"Esk Hospital","Sep-21","1",3,-70,0,100,33.33,100,100
"8892",78,44,"Esk Hospital","Sep-21","2",116,48.71794872,0,93.1,33.62,89.74,88.79
"8893",79,44,"Esk Hospital","Sep-21","3",213,21.02272727,0,98.11,20.66,84.09,87.79
"8894",80,44,"Esk Hospital","Sep-21","4",292,8.148148148,0,97.93,11.64,88.24,95.55
"8895",81,44,"Esk Hospital","Sep-21","5",96,-36.42384106,0,97.7,1.04,100,96.88
"8896",82,44,"Esk Hospital","Sep-21","ALL",720,5.109489051,0,97.18,16.53,87.39,92.36
"8897",83,45,"Gatton Hospital","Sep-21","1",8,-20,0,100,0,NA,87.5
"8898",84,45,"Gatton Hospital","Sep-21","2",200,12.99435028,0,95.5,21,88.1,90
"8899",85,45,"Gatton Hospital","Sep-21","3",646,55.6626506,4,94.32,8.2,79.25,90.4
"8900",86,45,"Gatton Hospital","Sep-21","4",997,54.8136646,5,94.97,3.61,86.11,96.19
"8901",87,45,"Gatton Hospital","Sep-21","5",295,30.53097345,5,99.53,2.03,100,99.32
"8902",88,45,"Gatton Hospital","Sep-21","ALL",2146,45.78804348,4,95.32,6.38,84.67,94.27
"8903",89,46,"Kilcoy Hospital","Sep-21","1",2,0,0,100,50,0,50
"8904",90,46,"Kilcoy Hospital","Sep-21","2",51,27.5,0,84.31,17.65,55.56,58.82
"8905",91,46,"Kilcoy Hospital","Sep-21","3",160,19.40298507,0,88.61,16.88,88.89,85
"8906",92,46,"Kilcoy Hospital","Sep-21","4",294,38.67924528,0,95.9,5.78,64.71,91.16
"8907",93,46,"Kilcoy Hospital","Sep-21","5",240,-26.60550459,0,99.49,0.42,100,97.5
"8908",94,46,"Kilcoy Hospital","Sep-21","ALL",747,4.76858345,0,94.36,7.36,74.55,89.56
"8909",95,47,"Laidley Hospital","Sep-21","1",14,0,0,100,0,NA,78.57
"8910",96,47,"Laidley Hospital","Sep-21","2",368,145.3333333,0,93.65,11.96,86.36,77.45
"8911",97,47,"Laidley Hospital","Sep-21","3",574,37.32057416,0,95.19,8.36,64.58,83.62
"8912",98,47,"Laidley Hospital","Sep-21","4",521,-6.294964029,0,97.09,6.53,70.59,86.56
"8913",99,47,"Laidley Hospital","Sep-21","5",235,-23.7012987,0,100,5.53,92.31,96.17
"8914",100,47,"Laidley Hospital","Sep-21","ALL",1712,19.55307263,0,95.98,8.12,75.54,84.87
"8915",101,48,"Maleny Hospital","Sep-21","1",6,200,0,100,16.67,100,100
"8916",102,48,"Maleny Hospital","Sep-21","2",110,26.43678161,0,92.73,24.55,85.19,83.64
"8917",103,48,"Maleny Hospital","Sep-21","3",267,25.35211268,6,83.77,13.48,83.33,90.26
"8918",104,48,"Maleny Hospital","Sep-21","4",349,-12.75,12,93.15,7.74,92.59,93.41
"8919",105,48,"Maleny Hospital","Sep-21","5",297,1.020408163,12,97.91,2.69,75,97.31
"8920",106,48,"Maleny Hospital","Sep-21","ALL",1029,3.313253012,8,91.74,9.62,85.86,92.71
"8921",107,49,"Nambour Hospital","Sep-21","1",44,120,1,100,40.91,61.11,54.55
"8922",108,49,"Nambour Hospital","Sep-21","2",2117,12.90666667,7,77.4,40.48,55.43,55.74
"8923",109,49,"Nambour Hospital","Sep-21","3",5543,9.135656625,16,72.59,29.79,39.25,56.68
"8924",110,49,"Nambour Hospital","Sep-21","4",5405,7.412559618,22,80.93,9.01,43.53,81.81
"8925",111,49,"Nambour Hospital","Sep-21","5",573,-5.289256198,22,93.86,0.87,20,93.89
"8926",112,49,"Nambour Hospital","Sep-21","ALL",13682,8.492585838,15,77.52,22.06,44.63,68.02
"8927",113,61,"Biggenden Hospital","Sep-21","1",2,100,0,100,50,100,100
"8928",114,61,"Biggenden Hospital","Sep-21","2",21,-44.73684211,0,100,47.62,100,100
"8929",115,61,"Biggenden Hospital","Sep-21","3",49,2.083333333,0,100,36.73,100,100
"8930",116,61,"Biggenden Hospital","Sep-21","4",157,14.59854015,0,99.36,19.11,96.67,99.36
"8931",117,61,"Biggenden Hospital","Sep-21","5",101,6.315789474,0,100,3.96,100,100
"8932",118,61,"Biggenden Hospital","Sep-21","ALL",330,3.448275862,0,99.69,19.09,98.41,99.7
"8933",119,62,"Bundaberg Hospital","Sep-21","1",35,-10.25641026,0,97.14,85.71,43.33,45.71
"8934",120,62,"Bundaberg Hospital","Sep-21","2",1699,14.87491548,11,47.01,57.21,30.35,37.49
"8935",121,62,"Bundaberg Hospital","Sep-21","3",5424,11.33004926,32,48.39,31.1,19.15,46.22
"8936",122,62,"Bundaberg Hospital","Sep-21","4",4798,3.965330444,42,63.02,8.5,20.1,77.78
"8937",123,62,"Bundaberg Hospital","Sep-21","5",635,-4.36746988,40,89.17,2.36,20,89.92
"8938",124,62,"Bundaberg Hospital","Sep-21","ALL",12591,7.901276887,31,55.58,24.72,23.01,59.27
"8939",125,63,"Cherbourg Hospital","Sep-21","1",4,100,0,100,25,100,100
"8940",126,63,"Cherbourg Hospital","Sep-21","2",47,-2.083333333,0,80.85,48.94,82.61,80.85
"8941",127,63,"Cherbourg Hospital","Sep-21","3",308,43.25581395,0,96.35,26.95,80.72,89.94
"8942",128,63,"Cherbourg Hospital","Sep-21","4",586,27.66884532,3,96.01,10.92,90.63,97.61
"8943",129,63,"Cherbourg Hospital","Sep-21","5",414,-32.79220779,5,98.95,2.66,100,97.83
"8944",130,63,"Cherbourg Hospital","Sep-21","ALL",1359,1.417910448,3,96.22,13.39,85.71,95.36
"8945",131,64,"Childers Hospital","Sep-21","1",4,0,0,100,100,100,100
"8946",132,64,"Childers Hospital","Sep-21","2",28,0,0,100,92.86,100,100
"8947",133,64,"Childers Hospital","Sep-21","3",197,-1.005025126,0,97.95,49.24,97.94,96.95
"8948",134,64,"Childers Hospital","Sep-21","4",365,3.988603989,0,98.89,18.36,97.01,98.36
"8949",135,64,"Childers Hospital","Sep-21","5",184,38.34586466,0,99.4,2.72,100,99.46
"8950",136,64,"Childers Hospital","Sep-21","ALL",778,9.423347398,0,98.8,25.58,97.99,98.33
"8951",137,65,"Eidsvold Hospital","Sep-21","1",1,0,0,100,0,NA,100
"8952",138,65,"Eidsvold Hospital","Sep-21","2",23,283.3333333,0,100,82.61,100,100
"8953",139,65,"Eidsvold Hospital","Sep-21","3",30,50,0,96.67,30,100,100
"8954",140,65,"Eidsvold Hospital","Sep-21","4",49,25.64102564,0,100,16.33,100,100
"8955",141,65,"Eidsvold Hospital","Sep-21","5",29,-45.28301887,0,96.55,0,NA,100
"8956",142,65,"Eidsvold Hospital","Sep-21","ALL",132,11.86440678,0,98.48,27.27,100,100
"8957",143,66,"Gayndah Hospital","Sep-21","1",2,0,0,100,100,100,100
"8958",144,66,"Gayndah Hospital","Sep-21","2",25,-7.407407407,0,100,72,100,92
"8959",145,66,"Gayndah Hospital","Sep-21","3",115,7.476635514,0,100,34.78,100,94.78
"8960",146,66,"Gayndah Hospital","Sep-21","4",145,-8.805031447,0,100,11.03,93.75,96.55
"8961",147,66,"Gayndah Hospital","Sep-21","5",148,-21.27659574,0,100,0.68,100,100
"8962",148,66,"Gayndah Hospital","Sep-21","ALL",435,-9.563409563,0,100,17.7,98.7,97.01
"8963",149,67,"Gin Gin Hospital","Sep-21","1",2,0,0,100,100,100,100
"8964",150,67,"Gin Gin Hospital","Sep-21","2",18,-43.75,0,100,61.11,100,100
"8965",151,67,"Gin Gin Hospital","Sep-21","3",140,29.62962963,0,92.14,20.71,96.55,98.57
"8966",152,67,"Gin Gin Hospital","Sep-21","4",338,14.57627119,5,96.41,15.38,98.08,98.82
"8967",153,67,"Gin Gin Hospital","Sep-21","5",322,41.22807018,10,97.01,3.42,100,99.07
"8968",154,67,"Gin Gin Hospital","Sep-21","ALL",820,23.30827068,5,95.97,12.8,98.1,98.9
"8969",155,68,"Gympie Hospital","Sep-21","1",34,-10.52631579,0,100,26.47,22.22,35.29
"8970",156,68,"Gympie Hospital","Sep-21","2",1125,8.069164265,7,74.53,34.67,46.15,55.56
"8971",157,68,"Gympie Hospital","Sep-21","3",3275,14.47046487,29,52.27,19.21,25.6,62.38
"8972",158,68,"Gympie Hospital","Sep-21","4",3279,3.732995887,28,71.76,4.39,34.03,86.22
"8973",159,68,"Gympie Hospital","Sep-21","5",474,23.11688312,20,93.49,1.27,33.33,95.36
"8974",160,68,"Gympie Hospital","Sep-21","ALL",8187,9.364146407,22,65.39,14.39,33.45,72.79
"8975",161,69,"Hervey Bay Hospital","Sep-21","1",67,-6.944444444,0,100,74.63,38,32.84
"8976",162,69,"Hervey Bay Hospital","Sep-21","2",1550,6.822880772,4,81.65,52.9,36.46,46.58
"8977",163,69,"Hervey Bay Hospital","Sep-21","3",4443,1.740325166,22,59.6,36.89,33.56,53.93
"8978",164,69,"Hervey Bay Hospital","Sep-21","4",4910,26.67698658,45.5,58.87,16.66,34.47,71.87
"8979",165,69,"Hervey Bay Hospital","Sep-21","5",732,27.30434783,52,79.97,4.23,41.94,85.66
"8980",166,69,"Hervey Bay Hospital","Sep-21","ALL",11702,13.16120298,24,63.76,28.7,34.63,62.35
"8981",167,70,"Kingaroy Hospital","Sep-21","1",26,36.84210526,0,100,30.77,12.5,42.31
"8982",168,70,"Kingaroy Hospital","Sep-21","2",535,56.43274854,8,67.35,45.61,49.18,57.94
"8983",169,70,"Kingaroy Hospital","Sep-21","3",1689,75.3894081,24,58.56,26.47,36.69,67.91
"8984",170,70,"Kingaroy Hospital","Sep-21","4",1865,10.35502959,44.5,62.68,9.12,42.94,82.95
"8985",171,70,"Kingaroy Hospital","Sep-21","5",1685,-8.374116368,1,95.65,0.89,53.33,97.86
"8986",172,70,"Kingaroy Hospital","Sep-21","ALL",5800,19.51370286,20,71.13,15.24,41.4,80.41
"8987",173,71,"Maryborough Hospital","Sep-21","1",37,27.5862069,0,100,5.41,0,54.05
"8988",174,71,"Maryborough Hospital","Sep-21","2",853,6.359102244,8,62.44,7.74,15.15,46.19
"8989",175,71,"Maryborough Hospital","Sep-21","3",2203,12.7430911,21,63.59,6.08,22.39,61.42
"8990",176,71,"Maryborough Hospital","Sep-21","4",2937,16.82577566,40,62.82,1.97,22.41,83.59
"8991",177,71,"Maryborough Hospital","Sep-21","5",393,25.96153846,33.5,90.21,1.78,28.57,91.6
"8992",178,71,"Maryborough Hospital","Sep-21","ALL",6423,14.47157369,23,64.58,4.16,20.6,71.34
"8993",179,72,"Monto Hospital","Sep-21","1",1,-50,2,100,0,NA,100
"8994",180,72,"Monto Hospital","Sep-21","2",22,4.761904762,0,95.24,63.64,100,100
"8995",181,72,"Monto Hospital","Sep-21","3",58,-17.14285714,0,98.25,62.07,97.22,98.28
"8996",182,72,"Monto Hospital","Sep-21","4",186,39.84962406,0,100,17.2,100,98.92
"8997",183,72,"Monto Hospital","Sep-21","5",87,-10.30927835,0,100,8.05,100,98.85
"8998",184,72,"Monto Hospital","Sep-21","ALL",354,9.59752322,0,99.41,25.14,98.88,98.87
"8999",185,74,"Mundubbera Hospital","Sep-21","1",0,0,NA,NA,NA,NA,NA
"9000",186,74,"Mundubbera Hospital","Sep-21","2",13,18.18181818,0,100,53.85,100,100
"9001",187,74,"Mundubbera Hospital","Sep-21","3",74,54.16666667,0,100,47.3,100,100
"9002",188,74,"Mundubbera Hospital","Sep-21","4",87,-20.90909091,0,100,14.94,100,100
"9003",189,74,"Mundubbera Hospital","Sep-21","5",25,0,0,100,4,100,100
"9004",190,74,"Mundubbera Hospital","Sep-21","ALL",199,2.051282051,0,100,28.14,100,100
"9005",191,75,"Murgon Hospital","Sep-21","1",2,-60,0,100,0,NA,50
"9006",192,75,"Murgon Hospital","Sep-21","2",61,27.08333333,1,95,40.98,96,91.8
"9007",193,75,"Murgon Hospital","Sep-21","3",252,71.42857143,5,87.1,33.33,86.9,91.67
"9008",194,75,"Murgon Hospital","Sep-21","4",518,60.37151703,10,91.98,7.72,95,96.53
"9009",195,75,"Murgon Hospital","Sep-21","5",425,-3.409090909,5,98.57,8,100,98.35
"9010",196,75,"Murgon Hospital","Sep-21","ALL",1258,30.63343718,5,92.76,14.55,92.35,95.87
"9011",197,76,"Nanango Hospital","Sep-21","1",0,0,NA,NA,NA,NA,NA
"9012",198,76,"Nanango Hospital","Sep-21","2",50,-7.407407407,0,100,22,63.64,76
"9013",199,76,"Nanango Hospital","Sep-21","3",78,-14.28571429,5,94.67,12.82,80,96.15
"9014",200,76,"Nanango Hospital","Sep-21","4",338,3.048780488,5,96.21,6.51,81.82,94.97
"9015",201,76,"Nanango Hospital","Sep-21","5",1044,45.40389972,1,98.82,0.86,66.67,97.41
"9016",202,76,"Nanango Hospital","Sep-21","ALL",1510,26.35983264,2,97.86,3.44,75,96.09
"9017",203,91,"Chinchilla Hospital","Sep-21","1",6,200,0,100,33.33,50,66.67
"9018",204,91,"Chinchilla Hospital","Sep-21","2",96,26.31578947,0,98.96,52.08,96,93.75
"9019",205,91,"Chinchilla Hospital","Sep-21","3",360,33.33333333,1,97.18,40.83,93.2,94.72
"9020",206,91,"Chinchilla Hospital","Sep-21","4",882,7.168894289,1,98.56,10.09,96.63,99.21
"9021",207,91,"Chinchilla Hospital","Sep-21","5",1270,9.388458226,3,100,0.87,90.91,99.61
"9022",208,91,"Chinchilla Hospital","Sep-21","ALL",2614,12.09262436,1,98.75,11.44,94.31,98.51
"9023",209,92,"Dalby Hospital","Sep-21","1",13,-38.0952381,0,100,30.77,75,61.54
"9024",210,92,"Dalby Hospital","Sep-21","2",307,31.1965812,5,70.82,59.28,86.81,85.67
"9025",211,92,"Dalby Hospital","Sep-21","3",1089,18.88646288,27,54.97,33.52,91.78,91.18
"9026",212,92,"Dalby Hospital","Sep-21","4",1544,28.34580216,39,66.71,10.49,93.21,95.08
"9027",213,92,"Dalby Hospital","Sep-21","5",511,-44.03066813,16.5,95.63,1.57,87.5,98.63
"9028",214,92,"Dalby Hospital","Sep-21","ALL",3464,5.384849407,26,67.05,20.81,90.71,93.42
"9029",215,93,"Goondiwindi Hospital","Sep-21","1",4,33.33333333,0,100,25,100,50
"9030",216,93,"Goondiwindi Hospital","Sep-21","2",118,21.64948454,0,95.76,60.17,87.32,88.14
"9031",217,93,"Goondiwindi Hospital","Sep-21","3",458,-0.434782609,0,97.35,26.86,86.99,90.83
"9032",218,93,"Goondiwindi Hospital","Sep-21","4",890,17.25955204,1,99.06,8.31,89.19,95.73
"9033",219,93,"Goondiwindi Hospital","Sep-21","5",2706,324.8037677,0,99.85,1.03,100,99.74
"9034",220,93,"Goondiwindi Hospital","Sep-21","ALL",4176,113.4969325,0,99.28,7.11,88.89,97.53
"9035",221,95,"Jandowae Hospital","Sep-21","1",0,0,NA,NA,NA,NA,NA
"9036",222,95,"Jandowae Hospital","Sep-21","2",14,-26.31578947,0,100,78.57,100,100
"9037",223,95,"Jandowae Hospital","Sep-21","3",46,-25.80645161,0,97.83,45.65,100,100
"9038",224,95,"Jandowae Hospital","Sep-21","4",118,35.63218391,0,100,10.17,100,100
"9039",225,95,"Jandowae Hospital","Sep-21","5",170,-8.602150538,0,100,9.41,93.75,99.41
"9040",226,95,"Jandowae Hospital","Sep-21","ALL",348,-1.694915254,0,99.67,17.24,98.33,99.71
"9041",227,97,"Miles Hospital","Sep-21","1",1,-50,0,100,0,NA,100
"9042",228,97,"Miles Hospital","Sep-21","2",39,2.631578947,0,92.31,58.97,91.3,89.74
"9043",229,97,"Miles Hospital","Sep-21","3",130,7.438016529,0,94.49,43.85,96.49,96.92
"9044",230,97,"Miles Hospital","Sep-21","4",194,16.16766467,0,99.48,20.62,95,97.94
"9045",231,97,"Miles Hospital","Sep-21","5",779,13.3915575,5,99.61,4.11,100,98.72
"9046",232,97,"Miles Hospital","Sep-21","ALL",1143,12.61083744,5,98.5,13.3,96.05,98.08
"9047",233,98,"Millmerran Hospital","Sep-21","1",2,0,0,100,50,100,100
"9048",234,98,"Millmerran Hospital","Sep-21","2",15,-21.05263158,0,100,40,100,100
"9049",235,98,"Millmerran Hospital","Sep-21","3",172,29.32330827,0,94.77,25,95.35,94.19
"9050",236,98,"Millmerran Hospital","Sep-21","4",266,26.06635071,0,96.85,8.65,95.65,97.37
"9051",237,98,"Millmerran Hospital","Sep-21","5",238,-22.47557003,1,100,4.62,81.82,98.32
"9052",238,98,"Millmerran Hospital","Sep-21","ALL",693,3.432835821,0,97.09,12.12,94.05,96.97
"9053",239,99,"Oakey Hospital","Sep-21","1",3,200,0,100,33.33,100,100
"9054",240,99,"Oakey Hospital","Sep-21","2",45,66.66666667,0,95.45,24.44,90.91,82.22
"9055",241,99,"Oakey Hospital","Sep-21","3",164,54.71698113,0,96.27,10.37,88.24,91.46
"9056",242,99,"Oakey Hospital","Sep-21","4",248,19.80676329,0,98.76,6.45,93.75,97.18
"9057",243,99,"Oakey Hospital","Sep-21","5",137,-4.861111111,5,99.03,0,NA,96.35
"9058",244,99,"Oakey Hospital","Sep-21","ALL",597,23.09278351,0,97.83,7.54,91.11,94.3
"9059",245,100,"Stanthorpe Hospital","Sep-21","1",4,100,0,100,25,0,50
"9060",246,100,"Stanthorpe Hospital","Sep-21","2",270,87.5,1,80.3,45.19,91.8,87.41
"9061",247,100,"Stanthorpe Hospital","Sep-21","3",582,16.86746988,5,84.17,29.04,75.15,86.43
"9062",248,100,"Stanthorpe Hospital","Sep-21","4",587,-16.85552408,6,91.76,8.86,73.08,94.21
"9063",249,100,"Stanthorpe Hospital","Sep-21","5",1484,133.7007874,1,99.49,0.61,77.78,99.19
"9064",250,100,"Stanthorpe Hospital","Sep-21","ALL",2927,47.4559194,2,92.39,12.06,80.45,94.5
"9065",251,101,"Tara Hospital","Sep-21","1",5,150,0,100,20,100,100
"9066",252,101,"Tara Hospital","Sep-21","2",32,-54.92957746,0,93.75,50,93.75,87.5
"9067",253,101,"Tara Hospital","Sep-21","3",133,-23.12138728,0,98.47,36.84,97.96,94.74
"9068",254,101,"Tara Hospital","Sep-21","4",207,15.6424581,0,98.51,17.87,91.89,95.65
"9069",255,101,"Tara Hospital","Sep-21","5",499,-4.038461538,0,100,4.41,95.45,99.2
"9070",256,101,"Tara Hospital","Sep-21","ALL",876,-7.301587302,0,98.88,14.27,95.2,97.26
"9071",257,102,"Taroom Hospital","Sep-21","1",0,0,NA,NA,NA,NA,NA
"9072",258,102,"Taroom Hospital","Sep-21","2",18,157.1428571,0,100,77.78,100,94.44
"9073",259,102,"Taroom Hospital","Sep-21","3",46,76.92307692,0,97.83,50,100,95.65
"9074",260,102,"Taroom Hospital","Sep-21","4",65,20.37037037,0,100,18.46,83.33,93.85
"9075",261,102,"Taroom Hospital","Sep-21","5",348,25.17985612,0,99.56,1.44,100,99.71
"9076",262,102,"Taroom Hospital","Sep-21","ALL",477,30.68493151,0,99.44,11.32,96.3,98.32
"9077",263,103,"Texas Hospital","Sep-21","1",1,0,0,100,100,0,0
"9078",264,103,"Texas Hospital","Sep-21","2",14,0,0,100,21.43,100,64.29
"9079",265,103,"Texas Hospital","Sep-21","3",54,86.20689655,0,88.89,33.33,77.78,79.63
"9080",266,103,"Texas Hospital","Sep-21","4",93,47.61904762,0,100,12.9,58.33,90.32
"9081",267,103,"Texas Hospital","Sep-21","5",325,60.89108911,0,99.27,0.62,50,98.46
"9082",268,103,"Texas Hospital","Sep-21","ALL",487,58.11688312,0,98.17,7.39,69.44,93.63
"9083",269,104,"Toowoomba Hospital","Sep-21","1",137,6.201550388,0,100,77.37,35.85,37.23
"9084",270,104,"Toowoomba Hospital","Sep-21","2",2852,13.30949543,6,79.11,73.46,57.66,59.99
"9085",271,104,"Toowoomba Hospital","Sep-21","3",8916,7.099099099,27,55.27,47.99,57.44,60.79
"9086",272,104,"Toowoomba Hospital","Sep-21","4",3568,6.348733234,30,73.46,14.83,57.47,74.58
"9087",273,104,"Toowoomba Hospital","Sep-21","5",369,27.6816609,28,87.58,5.15,42.11,82.38
"9088",274,104,"Toowoomba Hospital","Sep-21","ALL",15842,8.395484092,21,64.75,44.36,57.14,64.05
"9089",275,105,"Warwick Hospital","Sep-21","1",24,20,0,100,37.5,33.33,62.5
"9090",276,105,"Warwick Hospital","Sep-21","2",510,4.938271605,6,74.9,59.02,63.79,65.1
"9091",277,105,"Warwick Hospital","Sep-21","3",1576,33.44623201,18,67.73,28.49,48.55,74.49
"9092",278,105,"Warwick Hospital","Sep-21","4",2063,24.65256798,33,73.02,7.51,50.32,89.53
"9093",279,105,"Warwick Hospital","Sep-21","5",1314,-0.605143722,13,95.62,1.67,54.55,98.17
"9094",280,105,"Warwick Hospital","Sep-21","ALL",5487,17.6457976,19,76.7,17.06,53.74,84.89
"9095",281,106,"Wandoan Hospital","Sep-21","1",0,0,NA,NA,NA,NA,NA
"9096",282,106,"Wandoan Hospital","Sep-21","2",0,0,NA,NA,NA,NA,NA
"9097",283,106,"Wandoan Hospital","Sep-21","3",1,-50,0,100,0,NA,100
"9098",284,106,"Wandoan Hospital","Sep-21","4",10,-33.33333333,0,87.5,0,NA,90
"9099",285,106,"Wandoan Hospital","Sep-21","5",191,-35.03401361,0,100,0,NA,100
"9100",286,106,"Wandoan Hospital","Sep-21","ALL",202,-35.04823151,0,99.5,0,NA,99.5
"9101",287,112,"Charleville Hospital","Sep-21","1",5,150,0,100,40,100,100
"9102",288,112,"Charleville Hospital","Sep-21","2",85,10.38961039,0,100,49.41,83.33,81.18
"9103",289,112,"Charleville Hospital","Sep-21","3",374,19.10828025,0,99.73,27.54,88.35,91.44
"9104",290,112,"Charleville Hospital","Sep-21","4",542,7.96812749,0,100,9.78,77.36,94.65
"9105",291,112,"Charleville Hospital","Sep-21","5",406,-33.33333333,0,100,4.93,90,97.29
"9106",292,112,"Charleville Hospital","Sep-21","ALL",1412,-6.117021277,0,99.92,15.58,85,93.77
"9107",293,113,"Cunnamulla Hospital","Sep-21","1",1,0,0,100,100,100,100
"9108",294,113,"Cunnamulla Hospital","Sep-21","2",18,12.5,0,100,55.56,100,83.33
"9109",295,113,"Cunnamulla Hospital","Sep-21","3",60,22.44897959,0,100,38.33,82.61,91.67
"9110",296,113,"Cunnamulla Hospital","Sep-21","4",180,21.62162162,0,100,13.33,100,97.78
