"","age","cups","where_drink","purchase_other","favourite","favorite_specify","additions","additions_other","sweetener","style","strength","roast_level","caffeine","expertise","coffee_a_bitterness","coffee_a_acidity","coffee_a_personal_preference","coffee_b_bitterness","coffee_b_acidity","coffee_b_personal_preference","coffee_c_bitterness","coffee_c_acidity","coffee_c_personal_preference","coffee_d_bitterness","coffee_d_acidity","coffee_d_personal_preference","prefer_abc","prefer_ad","prefer_overall","wfh","total_spend","know_source","most_paid","most_willing","value_cafe","spent_equipment","value_equipment","gender","education_level","employment_status","number_children","political_affiliation"
"3367","35-44 years old","1","At home",NA,"Espresso",NA,"No - just black",NA,NA,"Caramalized","Very strong","Light","Full caffeine",8,2,3,5,1,1,2,4,2,1,2,5,4,"Coffee A","Coffee D","Coffee A","I primarily work in person","$40-$60","Yes","$6-$8","$6-$8","No","$500-$1000","Yes","Male","Master's degree","Employed full-time","None","Democrat"
"3368","25-34 years old","2","At a cafe, At home, At the office",NA,"Cortado",NA,"No - just black, Milk, dairy alternative, or coffee creamer",NA,NA,"Fruity","Very strong","Light","Full caffeine",7,2,4,5,3,2,4,4,3,3,2,4,5,"Coffee A","Coffee D","Coffee D","I do a mix of both","$40-$60","Yes","$15-$20","$15-$20","Yes","$100-$300","Yes","Female","Bachelor's degree","Employed full-time","None","Democrat"
"3369","25-34 years old","1","At home",NA,"Latte",NA,"Milk, dairy alternative, or coffee creamer",NA,NA,"Caramalized","Medium","Medium","Full caffeine",4,3,3,2,3,4,2,3,NA,4,3,1,4,"Coffee C","Coffee D","Coffee C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3370","25-34 years old","1","At home, At a cafe",NA,"Pourover",NA,"No - just black",NA,NA,"Fruity","Somewhat strong","Light","Full caffeine",7,2,4,3,4,2,2,4,3,1,2,4,4,"Coffee A","Coffee D","Coffee D","I primarily work from home","$40-$60","Yes","$8-$10","$4-$6","Yes","More than $1,000","Yes","Female","Some college or associate's degree","Employed full-time","None","Democrat"
"3371","35-44 years old","1","At the office, At a cafe, On the go, At home",NA,"Pourover",NA,"No - just black",NA,NA,"Fruity","Somewhat strong","Light","Full caffeine",7,3,2,5,4,1,2,4,4,3,1,4,3,"Coffee A","Coffee A","Coffee A","I primarily work in person","$40-$60","Yes","$8-$10","More than $20","Yes","$300-$500","Yes","Male","Bachelor's degree","Employed full-time","None","Democrat"
"3372","25-34 years old","2","At home",NA,"Cortado",NA,"No - just black",NA,NA,"Bold","Very strong","Light","Half caff",2,1,5,3,1,1,2,3,3,4,1,4,5,"Coffee C","Coffee D","Coffee D","I primarily work from home","$20-$40","Yes","$6-$8","$6-$8","No","$100-$300","Yes","Male","Bachelor's degree","Employed full-time","1","No affiliation"
"3373","25-34 years old","More than 4","At the office, At home, On the go",NA,"Regular drip coffee",NA,"No - just black",NA,NA,"Caramalized","Somewhat strong","Medium","Full caffeine",4,2,3,4,2,2,3,4,4,3,4,5,5,"Coffee A","Coffee D","Coffee D","I primarily work in person","$20-$40","Yes","$6-$8","$15-$20","Yes","$300-$500","Yes","Female","Master's degree","Student","None","Democrat"
"3374","25-34 years old","Less than 1","At a cafe",NA,"Latte",NA,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",NA,"Granulated Sugar","Sweet","Weak","Light","Full caffeine",1,2,1,3,4,2,2,1,2,2,2,4,2,"Coffee A","Coffee A","Coffee A","I primarily work from home","<$20","No","$10-$15","$15-$20","Yes","Less than $20","Yes","Female","Some college or associate's degree","Employed full-time","None","Democrat"
"3375","45-54 years old","2","At home",NA,"Regular drip coffee",NA,"No - just black",NA,NA,"Chocolatey","Medium","Medium","Full caffeine",5,2,4,1,2,3,2,3,4,3,1,5,1,"Coffee C","Coffee A","Coffee C","I primarily work from home","$20-$40","Yes","$4-$6","$4-$6","No","$100-$300","Yes","Male","High school graduate","Employed full-time","2","Independent"
"3376","25-34 years old","3","At the office, At home, At a cafe",NA,"Cortado",NA,"No - just black",NA,NA,"Bright","Medium","Light","Full caffeine",6,1,2,5,3,2,4,3,3,3,2,4,4,"Coffee A","Coffee A","Coffee A","I do a mix of both","$60-$80","Yes","$4-$6","$4-$6","Yes","$300-$500","Yes","Male","Master's degree","Student","None","Democrat"
"3377","35-44 years old","3","On the go, At the office, At home",NA,"Pourover",NA,"No - just black",NA,NA,"Fruity","Medium","Light","Full caffeine",7,1,5,4,3,1,4,2,2,4,2,4,5,"Coffee C","Coffee D","Coffee D","I do a mix of both","$60-$80","Yes","$6-$8","$10-$15","Yes","$100-$300","Yes","Male","Master's degree","Employed full-time","2","Democrat"
"3378","45-54 years old","2","At home",NA,"Mocha",NA,"No - just black",NA,NA,"Chocolatey","Medium","Medium","Full caffeine",5,1,4,1,4,4,2,3,4,3,1,5,1,"Coffee C","Coffee A","Coffee C","I primarily work from home","$20-$40","Yes","$4-$6","$6-$8","No","$100-$300","Yes","Female","High school graduate","Homemaker","2","Independent"
"3379","25-34 years old","2","On the go, At the office, At a cafe, At home",NA,"Pourover",NA,"No - just black",NA,NA,"Juicy","Somewhat strong","Light","Full caffeine",7,3,4,4,4,2,2,2,2,3,2,4,5,"Coffee C","Coffee D","Coffee D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3380","35-44 years old","2","At home, At a cafe, On the go, At the office",NA,"Pourover",NA,"No - just black, Milk, dairy alternative, or coffee creamer",NA,NA,"Sweet","Medium","Light","Full caffeine",4,3,4,3,5,2,4,2,2,5,1,4,1,"Coffee C","Coffee A","Coffee C","I primarily work from home","$40-$60","Yes","$8-$10","$8-$10","Yes","$100-$300","Yes","Male","Bachelor's degree","Employed full-time","None","Democrat"
"3381","35-44 years old","2","At home, At the office",NA,"Pourover",NA,"No - just black",NA,NA,"Floral","Medium","Light","Full caffeine",8,1,4,4,2,3,4,4,1,3,1,4,5,"Coffee A","Coffee D","Coffee D","I primarily work in person","$60-$80","Yes","$10-$15","$8-$10","Yes","More than $1,000","Yes","Male","Bachelor's degree","Employed full-time","None","Democrat"
"3382","25-34 years old","1","At home",NA,"Cortado",NA,"Milk, dairy alternative, or coffee creamer",NA,NA,"Fruity","Weak","Light","Full caffeine",6,2,3,2,3,3,3,4,2,1,1,5,5,"Coffee B","Coffee D","Coffee D","I primarily work from home","$20-$40","Yes","$10-$15","More than $20","Yes","$500-$1000","Yes","Male","Bachelor's degree","Employed full-time","None","Democrat"
"3383","25-34 years old","Less than 1","None of these",NA,"Latte",NA,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",NA,"Granulated Sugar, Honey","Chocolatey","Medium","Medium","Half caff",3,1,3,2,2,2,4,2,2,3,5,4,2,"Coffee B","Coffee D","Coffee B","I do a mix of both","<$20","No","$8-$10","$6-$8","Yes","Less than $20","Yes","Male","Bachelor's degree","Employed full-time","None","Democrat"
"3384","25-34 years old","2","At the office, At a cafe, At home, On the go","Roasting friend","Americano",NA,"No - just black",NA,NA,"Fruity","Medium","Medium","Half caff",6,1,1,4,2,1,3,4,2,2,1,1,5,"Coffee A","Coffee D","Coffee D","I primarily work in person","$40-$60","Yes","$6-$8","$4-$6","Yes","$100-$300","Yes","Male","Bachelor's degree","Employed full-time","None","Democrat"
"3385","55-64 years old","2","At home",NA,"Regular drip coffee",NA,"Milk, dairy alternative, or coffee creamer",NA,NA,"Full Bodied","Medium","Medium","Full caffeine",6,4,4,2,3,3,2,2,3,3,1,1,3,"Coffee C","Coffee D","Coffee C","I primarily work from home",NA,"Yes",NA,NA,NA,NA,NA,"Male","Bachelor's degree","Employed full-time","1","Democrat"
"3386","35-44 years old","4","At home, At the office, On the go","Make a pot from home that I take with me.","Regular drip coffee",NA,"No - just black",NA,NA,"Nutty","Very strong","Italian","Full caffeine",8,2,4,2,4,2,5,3,2,4,3,3,3,"Coffee B","Coffee D","Coffee B","I primarily work in person","$40-$60","Yes","$10-$15","More than $20","Yes","$500-$1000","Yes","Male","Master's degree","Employed full-time",NA,NA
"3387","25-34 years old","1","At home",NA,"Pourover",NA,"Milk, dairy alternative, or coffee creamer",NA,NA,"Chocolatey","Somewhat strong","Dark","Full caffeine",10,2,3,3,2,2,3,3,2,1,1,3,5,"Coffee A","Coffee D","Coffee D","I primarily work from home","<$20","No","$8-$10","$10-$15","Yes","$300-$500","Yes","Male","Bachelor's degree","Employed full-time","None","Independent"
"3388","18-24 years old","Less than 1","At home",NA,"Cold brew",NA,"Sugar or sweetener, Milk, dairy alternative, or coffee creamer",NA,"Raw Sugar (Turbinado)","Full Bodied","Medium","Medium","Full caffeine",3,2,2,4,3,3,3,3,2,2,2,5,1,"Coffee A","Coffee A","Coffee A","I primarily work in person",NA,"No",NA,NA,NA,NA,NA,"Male",NA,"Employed part-time","None",NA
"3389","35-44 years old","1","At home",NA,"Pourover",NA,"Milk, dairy alternative, or coffee creamer, Other, No - just black","condensed milk",NA,"Caramalized","Medium","Light","Full caffeine",6,2,3,5,3,2,2,2,4,3,3,3,4,"Coffee A","Coffee A","Coffee A","I primarily work from home","<$20","No","$6-$8","$8-$10","No","More than $1,000","Yes","Male","Bachelor's degree","Employed full-time","None","No affiliation"
"3390","18-24 years old","2","At home, At the office, At a cafe, On the go","Roasting friend","Pourover",NA,"No - just black",NA,NA,"Juicy","Medium","Medium","Full caffeine",7,1,4,3,3,1,5,2,2,3,1,1,5,"Coffee B","Coffee D","Coffee D","I primarily work in person","$40-$60","Yes","$8-$10","$6-$8","Yes","$50-$100","Yes","Male","Bachelor's degree","Employed full-time","None","No affiliation"
"3391","25-34 years old","1","At home",NA,"Regular drip coffee",NA,"Milk, dairy alternative, or coffee creamer",NA,NA,"Chocolatey","Somewhat strong","Light","Full caffeine",2,2,2,4,2,2,5,3,3,3,5,5,1,"Coffee B","Coffee A","Coffee B","I primarily work in person","$40-$60","Yes","$6-$8","$6-$8","No","$100-$300","Yes","Female","Some college or associate's degree","Employed part-time","1","Democrat"
"3392","55-64 years old","2","At home, At the office, On the go, At a cafe",NA,"Regular drip coffee",NA,"No - just black",NA,NA,"Full Bodied","Medium","Medium","Full caffeine",5,3,4,3,3,4,3,4,3,4,3,4,1,"Coffee C","Coffee D","Coffee C","I do a mix of both",NA,"Yes",NA,NA,"No",NA,NA,"Female","Bachelor's degree","Employed full-time","2","Democrat"
"3393","25-34 years old","1","At home, On the go",NA,"Pourover",NA,"Milk, dairy alternative, or coffee creamer",NA,NA,"Full Bodied","Somewhat strong","Blonde","Half caff",6,3,3,1,3,3,4,4,4,5,1,5,3,"Coffee C","Coffee D","Coffee C","I primarily work in person","$40-$60","Yes","$8-$10","$8-$10","Yes","$300-$500","Yes","Male","Some college or associate's degree","Employed full-time","1","Republican"
"3394","55-64 years old","3","At home, At a cafe",NA,"Pourover",NA,"No - just black",NA,NA,"Sweet","Somewhat strong","Medium","Full caffeine",6,3,2,3,2,3,3,3,2,2,4,2,4,"Coffee A","Coffee D","Coffee D","I do a mix of both","$40-$60","Yes","$8-$10","$4-$6","No","$500-$1000","Yes","Male","Bachelor's degree","Unemployed","None","Democrat"
"3395","25-34 years old","Less than 1","At home, At a cafe",NA,"Americano",NA,"Sugar or sweetener",NA,"Granulated Sugar","Full Bodied","Somewhat strong","Medium","Full caffeine",6,2,4,3,1,3,5,3,2,4,1,5,2,"Coffee B","Coffee A","Coffee B","I primarily work from home","$20-$40","Yes","$8-$10","$8-$10","Yes","$100-$300","Yes","Male","Bachelor's degree","Employed full-time","None","Independent"
"3396","25-34 years old","3","At the office",NA,"Regular drip coffee",NA,"Milk, dairy alternative, or coffee creamer",NA,NA,"Bright","Somewhat strong","Light","Full caffeine",6,2,3,4,4,3,3,3,3,3,3,3,4,"Coffee A","Coffee A","Coffee A","I do a mix of both",">$100","No","$6-$8","$10-$15","Yes","$100-$300","Yes","Male","Master's degree","Employed full-time","None","Independent"
"3397","18-24 years old","3","At the office, At home, At a cafe",NA,"Pourover",NA,"No - just black",NA,NA,"Bright","Somewhat strong","Light","Full caffeine",7,3,4,5,4,2,2,4,3,3,2,5,4,"Coffee A","Coffee A","Coffee A","I primarily work in person","$20-$40","Yes","$8-$10","$10-$15","Yes","More than $1,000","Yes","Male","Bachelor's degree","Employed full-time","None","Democrat"
"3398","25-34 years old","1","At the office, At home",NA,"Other","Flat White","Milk, dairy alternative, or coffee creamer",NA,NA,"Sweet","Somewhat strong","Medium","Decaf",5,1,3,3,2,1,1,1,2,2,1,4,4,"Coffee A","Coffee D","Coffee D","I do a mix of both","$20-$40","Yes","$10-$15","$10-$15","No","$500-$1000","Yes","Non-binary","Bachelor's degree","Employed full-time","None","Democrat"
"3399","25-34 years old","1","At the office, On the go, At home, At a cafe",NA,"Cappuccino",NA,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",NA,"Granulated Sugar","Nutty","Medium","Light","Full caffeine",3,2,3,2,2,3,3,3,4,3,3,5,2,"Coffee C","Coffee A","Coffee C","I primarily work in person","$20-$40","Yes","$6-$8","$6-$8","No","More than $1,000","Yes","Female","Bachelor's degree","Employed full-time","1","Democrat"
"3400","25-34 years old","2","On the go",NA,"Pourover",NA,"No - just black",NA,NA,"Sweet","Medium","Light","Full caffeine",8,1,4,5,4,1,1,3,2,2,3,3,4,"Coffee A","Coffee A","Coffee A","I primarily work in person","$40-$60","Yes","$10-$15","More than $20","Yes","$100-$300","Yes","Male","Bachelor's degree","Employed full-time","None","Independent"
"3401","45-54 years old","1","At home",NA,"Cappuccino",NA,"No - just black",NA,NA,"Fruity","Somewhat strong","Light","Full caffeine",8,2,4,4,3,2,2,4,1,1,1,3,4,"Coffee A","Coffee A","Coffee A","I primarily work from home","$20-$40","Yes","$4-$6","$6-$8","No","More than $1,000","Yes","Male","Some college or associate's degree","Employed part-time","1","No affiliation"
"3402","35-44 years old","2","At home",NA,"Regular drip coffee",NA,"No - just black",NA,NA,"Floral","Medium","Medium","Full caffeine",7,5,4,2,3,2,5,3,3,4,2,5,1,"Coffee B","Coffee A","Coffee B","I primarily work from home","$20-$40","Yes","$4-$6","$4-$6","No","$100-$300","Yes","Male","Bachelor's degree","Employed full-time","2","Democrat"
"3403","25-34 years old","3","At home",NA,"Espresso",NA,"No - just black",NA,NA,"Fruity","Somewhat strong","Light","Full caffeine",7,2,3,4,3,3,2,3,2,1,2,4,5,"Coffee A","Coffee D","Coffee D","I primarily work from home","$40-$60","Yes","$8-$10","$8-$10","Yes","$300-$500","Yes","Male","Doctorate or professional degree","Employed full-time","None","Republican"
"3404","25-34 years old","2","At home",NA,"Latte",NA,"Milk, dairy alternative, or coffee creamer",NA,NA,"Chocolatey","Somewhat strong","Light","Full caffeine",4,1,3,3,2,2,2,3,1,1,1,4,4,"Coffee A","Coffee D","Coffee D","I do a mix of both","$20-$40","No","$6-$8","$6-$8","Yes","$500-$1000","Yes","Female","Bachelor's degree","Employed full-time","None","Democrat"
"3405","25-34 years old","1","At home, At a cafe",NA,"Regular drip coffee",NA,"No - just black, Milk, dairy alternative, or coffee creamer",NA,NA,"Full Bodied","Somewhat strong","Medium","Full caffeine",2,1,4,2,3,4,2,2,4,2,1,5,1,"Coffee B","Coffee A","Coffee B","I primarily work from home","$20-$40","No","$6-$8","$8-$10","Yes","$50-$100","Yes","Female","Bachelor's degree","Employed full-time","None","Democrat"
"3406","35-44 years old","1","At home",NA,"Iced coffee",NA,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener, Flavor syrup",NA,"Granulated Sugar","Chocolatey","Somewhat strong","Medium","Full caffeine",6,2,4,1,3,2,4,3,1,4,2,3,2,"Coffee B","Coffee D","Coffee B","I primarily work in person",">$100","No","$8-$10","$8-$10","Yes","$300-$500","Yes","Male","Bachelor's degree","Employed full-time","None","Democrat"
"3407","25-34 years old","2","At home, At the office, On the go",NA,"Cappuccino",NA,"No - just black, Milk, dairy alternative, or coffee creamer",NA,NA,"Fruity","Somewhat strong","Light","Full caffeine",6,1,4,5,2,2,2,3,3,3,1,3,4,"Coffee A","Coffee A","Coffee B","I do a mix of both","$20-$40","Yes","$6-$8","$10-$15","Yes","$500-$1000","Yes","Prefer not to say",NA,NA,NA,NA
"3408","25-34 years old","2","At home, At the office",NA,"Regular drip coffee",NA,"No - just black",NA,NA,"Bold","Somewhat strong","Dark","Full caffeine",4,3,4,2,3,2,4,4,2,5,2,4,1,"Coffee C","Coffee A","Coffee C","I primarily work from home","$20-$40","No","$8-$10","$8-$10","No","$50-$100","Yes","Male","Master's degree","Employed full-time","2","Democrat"
"3409","25-34 years old","2","At the office, At home, On the go, At a cafe",NA,"Mocha",NA,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",NA,"Granulated Sugar","Caramalized","Medium","Medium","Full caffeine",6,2,3,5,3,3,4,4,3,1,3,4,2,"Coffee A","Coffee A","Coffee A","I primarily work in person","$40-$60","No","$6-$8","$6-$8","No","$50-$100","Yes","Male","Bachelor's degree","Employed full-time","None","Democrat"
"3410","35-44 years old","2","On the go, At home, At the office",NA,"Latte",NA,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener, Flavor syrup",NA,"Granulated Sugar","Floral","Medium","Light","Full caffeine",6,1,4,1,2,2,4,2,2,3,4,2,2,"Coffee B","Coffee D","Coffee B","I primarily work from home","$80-$100","No","$8-$10","$8-$10","Yes","$300-$500","Yes","Female","Doctorate or professional degree","Employed full-time","None","No affiliation"
"3411","18-24 years old","1","At home, On the go",NA,"Pourover",NA,"No - just black",NA,NA,"Bright","Medium","Medium","Full caffeine",7,1,4,5,5,1,3,4,2,4,2,2,5,"Coffee A","Coffee A","Coffee B","I primarily work in person","$20-$40","Yes","$6-$8","More than $20","Yes","$100-$300","Yes","Male","Some college or associate's degree","Student","None","No affiliation"
"3412","25-34 years old","2","At home",NA,"Cortado",NA,"Milk, dairy alternative, or coffee creamer",NA,NA,"Bright","Somewhat strong","Light","Full caffeine",8,1,4,4,4,1,2,3,3,3,1,5,5,"Coffee A","Coffee D","Coffee D","I primarily work from home","$40-$60","Yes","$15-$20","More than $20","Yes","More than $1,000","Yes","Male","Bachelor's degree","Employed full-time","None","Democrat"
"3413","25-34 years old","1","At the office, At home",NA,"Pourover",NA,"No - just black",NA,NA,"Bold","Very strong","Light","Full caffeine",8,1,4,5,2,1,3,1,2,2,1,3,4,"Coffee A","Coffee D","Coffee A","I primarily work in person","$20-$40","Yes","$8-$10","$10-$15","Yes","$300-$500","Yes","Male","Bachelor's degree","Employed full-time","None","Independent"
"3414","35-44 years old","4","At the office",NA,"Iced coffee",NA,"Milk, dairy alternative, or coffee creamer",NA,NA,"Nutty","Somewhat strong","Dark","Full caffeine",7,3,3,4,4,2,4,2,2,5,3,4,5,"Coffee B","Coffee D","Coffee D","I primarily work in person","$80-$100","Yes","$15-$20","$6-$8","No","$500-$1000","Yes","Female","Some college or associate's degree","Employed full-time","3","Republican"
"3415","45-54 years old","2","At home",NA,"Regular drip coffee",NA,"No - just black",NA,NA,"Juicy","Somewhat light","Light","Full caffeine",8,1,3,5,3,2,4,2,3,3,3,4,5,"Coffee A","Coffee D","Coffee A","I primarily work from home",">$100","Yes","$8-$10","$10-$15","Yes","$500-$1000","Yes","Prefer not to say","Master's degree","Employed full-time","2","No affiliation"
"3416","55-64 years old","1","At home",NA,"Pourover",NA,"No - just black",NA,NA,"Juicy","Medium","Light","Full caffeine",7,2,2,4,1,1,3,3,3,5,2,3,5,"Coffee C","Coffee D","Coffee D","I primarily work in person","$80-$100","Yes","$6-$8","$6-$8","Yes","$500-$1000","Yes","Female","Master's degree","Employed full-time","2","Independent"
"3417","25-34 years old","2","At home, At a cafe",NA,"Iced coffee",NA,"Milk, dairy alternative, or coffee creamer",NA,NA,"Chocolatey","Somewhat strong","Dark","Full caffeine",6,1,5,2,1,3,3,4,2,4,3,4,1,"Coffee C","Coffee A","Coffee C","I primarily work from home","$40-$60","Yes","$8-$10","$8-$10","No","$100-$300","Yes","Male","Bachelor's degree","Employed full-time","None",NA
